## GRBname 	 Trig_ID 	 15_150kev 	 Exposure_time 	bestmodel
GRB120714A	526593	8.91E-07	24	
GRB120712A	526351	1.84E-06	21.1	
GRB120711B	526270	5.87E-07	63.49	
GRB120703A	525671	3.79E-06	77.1	
GRB120701A	525477	1.45E-06	15.37	
GRB120630A	525451	6.02E-08	0.64	
GRB120624B	525068	2.96E-05	207.9	
GRB120612A	524128	1.30E-06	108.4	
GRB120521C	522656	1.20E-06	32.9	
GRB120521B	522586	2.07E-06	169.7	
GRB120521A	522578	7.86E-08	0.576	
GRB120514A	522197	2.80E-06	174.3	
GRB120422A	520658	3.22E-07	62.4	
GRB120404A	519380	1.58E-06	45.76	
GRB120403B	519256	2.08E-07	8.288	
GRB120403A	519211	1.07E-07	1.592	
GRB120401A	519043	9.21E-07	145.7	
GRB120328A	518792	4.76E-07	37.81	
GRB120327A	518731	3.57E-06	90.36	
GRB120326A	518626	2.67E-06	90.58	
GRB120324A	518507	1.00E-05	293	
GRB120320A	518200	6.16E-07	29.87	
GRB120312A	517566	5.67E-07	17.34	
GRB120311B	517489	1.04E-06	37.7	
GRB120311A	517469	2.96E-07	4.604	
GRB120308A	517234	1.17E-06	82.96	
GRB120305A	516997	1.99E-07	0.128	
GRB120302A	516694	3.70E-07	8.247	
GRB120229A	516571	4.14E-08	0.276	
GRB120224A	515976	2.16E-07	8	
GRB120219A	515375	6.83E-07	98.19	
GRB120218A	515277	 N/A 	 N/A 	
GRB120215A	515015	2.55E-07	9.976	
GRB120213A	514767	1.86E-06	80.77	
GRB120212A	514709	4.75E-07	6	
GRB120211A	514586	8.62E-07	73.98	
GRB120121A	512164	1.12E-06	30.78	
GRB120119A	512035	1.70E-05	227	
GRB120118B	512003	1.75E-06	29.4	
GRB120116A	511866	3.25E-06	60.01	
GRB120114A	511739	7.73E-07	8.101	
GRB120106A	511235	9.91E-07	68.92	
GRB120102A	510922	4.32E-06	53.17	
GRB111229A	510736	3.36E-07	27.23	
GRB111228A	510649	8.27E-06	128.2	
GRB111225A	510341	1.26E-06	121.3	
GRB111215A	509717	2.71E-06	409.4	
GRB111212A	509543	1.39E-06	68.42	
GRB111210A	509419	1.64E-07	2.688	
GRB111209A	509337	3.65E-05	979.7	
GRB111208A	509285	9.59E-07	10.08	
GRB111207A	509245	1.66E-07	10.09	
GRB111204A	509018	4.70E-07	48	
GRB111201A	508800	4.45E-07	9.498	
GRB111129A	508712	1.82E-07	8.984	
GRB111126A	48079001	6.69E-08	0.712	
GRB111123A	508319	7.10E-06	490	
GRB111121A	508161	2.14E-06	138.6	
GRB111117A	507901	1.45E-07	0.496	
GRB111109A	507342	2.43E-07	14	
GRB111107A	507185	9.12E-07	37.55	
GRB111103B	506903	7.91E-06	257.3	
GRB111103A	506902	1.40E-06	12.56	
GRB111029A	506519	4.22E-07	8.472	
GRB111026A	506291	1.67E-07	4.132	
GRB111022B	506074	8.98E-07	106.8	
GRB111022A	506070	2.07E-06	35.28	
GRB111020A	505926	6.30E-08	0.432	
GRB111018A	505801	4.01E-07	41.38	
GRB111016A	505646	3.90E-06	583.1	
GRB111008A	505054	5.20E-06	71.42	
GRB111005A	504779	5.75E-07	28.1	
GRB110928A	504215	7.02E-07	28.96	
GRB110921A	503652	2.17E-06	37.61	
GRB110915A	503219	5.85E-06	104.7	
GRB110827A	501520	1.80E-07	9.172	
GRB110820A	501095	8.17E-07	274.4	
GRB110818A	500914	3.99E-06	131.6	
GRB110808A	458918	3.69E-07	45.04	
GRB110801A	458521	4.56E-06	409.1	
GRB110731A	458448	5.94E-06	81.33	
GRB110726A	458059	2.45E-07	5.876	
GRB110719A	457553	1.91E-06	56.08	
GRB110715A	457330	1.20E-05	24	
GRB110709B	456967	2.34E-05	881.6	
GRB110709A	456939	9.97E-06	60.77	
GRB110625A	456073	2.81E-05	146.5	
GRB110610A	455155	4.86E-06	70.49	
GRB110604A	454779	 N/A 	 N/A 	
GRB110530A	454473	4.85E-07	66.24	
GRB110521A	453788	6.71E-07	108	
GRB110520A	453747	1.16E-06	27.65	
GRB110519A	453628	3.97E-06	41.91	
GRB110503A	452685	1.13E-05	210.2	
GRB110422A	451901	3.87E-05	47.92	
GRB110420B	451794	5.50E-08	0.104	
GRB110420A	451757	6.43E-06	21.92	
GRB110414A	451343	3.48E-06	171.3	
GRB110412A	451191	1.79E-06	27.23	
GRB110411A	451165	3.48E-06	103.2	
GRB110407A	450884	1.90E-06	181.4	
GRB110402A	450545	3.24E-06	62.91	
GRB110319B	449578001	1.35E-06	35.7	
GRB110319A	449578	1.60E-06	31.32	
GRB110318B	449549	2.87E-07	5.38	
GRB110318A	449542	5.11E-06	23.59	
GRB110315A	449399	4.08E-06	105.6	
GRB110312A	449074	8.12E-07	40.05	
GRB110305A	448229	7.98E-07	13	
GRB110223B	446677	6.11E-07	65.1	
GRB110223A	446674	1.67E-07	8	
GRB110213A	445414	5.97E-06	64	
GRB110212A	445321	2.64E-07	4.352	
GRB110210A	445141	8.80E-07	210.9	
GRB110208A	445038	2.32E-07	19.07	
GRB110207A	444912	1.53E-06	95.88	
GRB110205A	444643	1.58E-05	507.4	
GRB110201A	444230	7.14E-07	17.28	
GRB110128A	443861	5.78E-07	16.56	
GRB110119A	442978	7.27E-06	326	
GRB110112A	442039	2.97E-08	0.576	
GRB110107A	90978002	5.60E-06	86	
GRB110106B	441676	2.05E-06	53.95	
GRB110106A	441664	2.38E-07	3	
GRB110102A	441454	1.58E-05	353.8	
GRB101225A	441015	2.10E-06	1142	
GRB101224A	440955	5.64E-08	0.272	
GRB101219B	440635	2.59E-06	49.15	
GRB101219A	440606	4.34E-07	1.124	
GRB101213A	440285	4.99E-06	200	
GRB101204A	439806	 N/A 	 N/A 	
GRB101201A	439596	 N/A 	 N/A 	
GRB101129A	439471	1.31E-07	0.624	
GRB101117B	438675	1.10E-06	8.276	
GRB101114A	438392	4.39E-07	3.501	
GRB101030A	437408	2.99E-06	124.2	
GRB101024A	437016	1.53E-06	20.38	
GRB101023A	436981	2.64E-05	149.6	
GRB101020A	436737	2.56E-06	208.6	
GRB101017A	436429	1.75E-05	136.1	
GRB101011A	436094	1.38E-06	87.45	
GRB101008A	435903	1.15E-06	109.2	
GRB100928A	435160	3.91E-07	4.72	
GRB100924A	434843	8.07E-06	89	
GRB100917A	434360	8.52E-07	68.44	
GRB100915A	434178	1.50E-06	222.1	
GRB100906A	433509	1.19E-05	130.7	
GRB100905A	433442	1.73E-07	3.78	
GRB100904A	433273	1.27E-06	38.08	
GRB100902A	433160	3.22E-06	459.1	
GRB100901A	433065	1.95E-06	460.8	
GRB100823A	432420	4.11E-07	20.58	
GRB100816A	431764	1.98E-06	5.228	
GRB100814A	431605	8.85E-06	247.8	
GRB100807A	431128	3.36E-07	9.216	
GRB100805A	430957	5.07E-07	18.46	
GRB100802A	430603	3.47E-06	535.1	
GRB100728B	430172	1.67E-06	14.94	
GRB100728A	430151	3.73E-05	412.6	
GRB100727A	430094	1.20E-06	104.4	
GRB100725B	429969	6.54E-06	230.1	
GRB100725A	429954	2.07E-06	174.2	
GRB100724A	429868	1.61E-07	1.564	
GRB100719A	429357	5.29E-07	39	
GRB100704A	426722	5.85E-06	264.6	
GRB100702A	426438	1.44E-07	0.512	
GRB100628A	426114	2.11E-08	0.04	
GRB100625A	425647	2.34E-07	0.396	
GRB100621A	425151	2.06E-05	210.4	
GRB100619A	424998	4.41E-06	109.5	
GRB100615A	424733	4.92E-06	47.45	
GRB100614A	424716	2.65E-06	291	
GRB100606A	424031	5.62E-06	83.19	
GRB100526B	423184	5.33E-07	74	
GRB100526A	423181	2.47E-06	114	
GRB100522A	422783	2.06E-06	64	
GRB100514A	421962	3.99E-07	29.98	
GRB100513A	421814	1.43E-06	105	
GRB100508A	421386	7.50E-07	59.91	
GRB100504A	421124	2.34E-06	112.2	
GRB100427A	420547	2.50E-07	8.064	
GRB100425A	420398	4.64E-07	41.49	
GRB100424A	420367	1.50E-06	125	
GRB100423A	420247	8.83E-06	96.62	
GRB100420A	419932	4.96E-07	69.35	
GRB100418A	419797	3.46E-07	9.416	
GRB100413B	419380	4.31E-07	8.449	
GRB100413A	419404	6.18E-06	226.5	
GRB100401A	417974	3.86E-07	3	
GRB100324A	416945	7.52E-08	6.4	
GRB100322B	416771	4.64E-08	1	
GRB100316D	416135	3.28E-06	953.7	
GRB100316C	416115	1.82E-07	9.932	
GRB100316B	416103	1.98E-07	4.396	
GRB100316A	416076	8.22E-07	7.968	
GRB100305A	414905	1.58E-06	87.36	
GRB100302A	414592	3.16E-07	19.65	
GRB100224A	413805	3.40E-08	0.484	
GRB100219A	412982	4.65E-07	39.03	
GRB100216A	412522	2.64E-08	0.272	
GRB100213B	412220	1.22E-06	117.2	
GRB100213A	412217	2.68E-07	2.552	
GRB100212A	412081	1.14E-06	178.2	
GRB100206A	411412	1.39E-07	0.132	
GRB100205A	411248	3.64E-07	29.86	
GRB100203A	411011	2.42E-07	9.67	
GRB100119A	383063	1.38E-05	31.21	
GRB100117A	382941	9.35E-08	0.324	
GRB100115A	377179049	 N/A 	 N/A 	
GRB100111A	382399	6.77E-07	18	
GRB091221 	380311	5.61E-06	84.67	
GRB091208B	378559	3.20E-06	19.5	
GRB091208A	378554	1.80E-06	96	
GRB091130B	377487	1.46E-06	156	
GRB091127 	377179	8.58E-06	7.568	
GRB091117 	376211	2.49E-07	0.96	
GRB091112 	375659	2.09E-06	25.24	
GRB091109B	375409	1.95E-07	0.336	
GRB091109A	375246	1.64E-06	52.59	
GRB091104 	374875	7.62E-07	122	
GRB091102 	374598	5.24E-07	7.412	
GRB091029 	374210	2.51E-06	61.97	
GRB091026 	373871	2.03E-06	220	
GRB091024 	373674	5.98E-06	150.2	
GRB091020 	373458	3.80E-06	56.74	
GRB091018 	373172	1.52E-06	8.016	
GRB090929B	371050	5.82E-06	380.7	
GRB090929A	75259002	2.18E-06	52.13	
GRB090927 	370846	1.98E-07	2.416	
GRB090926B	370791	7.54E-06	152	
GRB090916 	362818	9.39E-07	68.56	
GRB090915 	362785	8.16E-07	7.824	
GRB090912 	362633	4.76E-06	162.1	
GRB090904B	361831	1.27E-05	80	
GRB090904A	361830	3.01E-06	156.9	
GRB090831C	361489	3.80E-07	80.77	
GRB090827 	361029	 N/A 	 N/A 	
GRB090823 	36390005	1.92E-07	16	
GRB090815C	360068	4.44E-08	0.704	
GRB090814A	359951	1.25E-06	87.33	
GRB090813 	359884	1.33E-06	8.128	
GRB090812 	359711	5.73E-06	119.3	
GRB090809A	359530	3.65E-07	9.968	
GRB090807A	359378	2.18E-06	160.9	
GRB090728 	358574	1.09E-06	80	
GRB090727 	358520	1.41E-06	320.2	
GRB090726 	358422	7.86E-07	65.44	
GRB090720A	357811	 N/A 	 N/A 	
GRB090715B	357512	5.65E-06	304	
GRB090715A	357498	9.54E-07	64	
GRB090712 	357072	3.88E-06	272.6	
GRB090709B	356912	1.47E-06	33.17	
GRB090709A	356890	2.53E-05	168.8	
GRB090708 	356776	5.00E-07	9.38	
GRB090628 	355942	7.02E-07	29.08	
GRB090621B	355359	7.32E-08	0.172	
GRB090621A	355303	2.93E-06	272.8	
GRB090618 	355083	1.09E-04	218.6	
GRB090607 	354299	1.14E-07	2.428	
GRB090531B	353728	6.13E-07	55.88	
GRB090531A	353627	1.64E-06	60.15	
GRB090530 	353567	1.09E-06	48.55	
GRB090529A	353540	1.04E-06	79.88	
GRB090520 	352671	3.07E-07	9.049	
GRB090519 	352648	1.18E-06	67.29	
GRB090518 	352420	6.55E-07	95.81	
GRB090516A	352190	9.21E-06	233.3	
GRB090515 	352108	2.23E-08	0.048	
GRB090510 	351588	6.17E-07	6.352	
GRB090509 	351525	3.31E-06	361.1	
GRB090429B	350854	3.73E-07	6.94	
GRB090429A	350853	1.09E-06	217	
GRB090426 	350479	1.85E-07	1.372	
GRB090424 	350311	2.21E-05	103.2	
GRB090423 	350184	6.85E-07	12.41	
GRB090422 	349931	2.37E-07	8.888	
GRB090419 	349592	2.67E-06	527.4	
GRB090418B	90078001	1.65E-05	89	
GRB090418A	349510	4.66E-06	69.41	
GRB090417B	349450	2.18E-06	309.4	
GRB090417A	349447	1.47E-08	0.084	
GRB090410 	348929	5.85E-06	188.7	
GRB090407 	348650	1.14E-06	347	
GRB090404 	348428	3.12E-06	129.8	
GRB090401B	348152	1.07E-05	326.3	
GRB090401A	348128	1.12E-05	177	
GRB090313 	346386	1.51E-06	96.06	
GRB090309A	345945	1.37E-07	3	
GRB090308A	345777	2.21E-07	28.76	
GRB090307A	345551	2.67E-07	24	
GRB090306B	31369001	3.24E-06	26	
GRB090305A	345127	9.08E-08	0.624	
GRB090301A	344582	2.41E-05	90.14	
GRB090205 	342121	2.03E-07	9.544	
GRB090201 	341749	2.95E-05	86.14	
GRB090129 	341504	2.21E-06	26.93	
GRB090123 	340895	2.91E-06	172.7	
GRB090118 	31292054	4.76E-07	15.24	
GRB090113 	339852	7.75E-07	10.87	
GRB090111 	339696	6.66E-07	28.92	
GRB090107A	339295	2.30E-07	12.59	
GRB090102 	338895	7.06E-06	37.01	
GRB081230 	338633	8.59E-07	76.86	
GRB081228 	338338	9.27E-08	3	
GRB081226A	338177	9.11E-08	0.504	
GRB081222 	337914	5.22E-06	65	
GRB081221 	337889	1.94E-05	112.6	
GRB081211B	90053089	4.34E-07	70.4	
GRB081211A	337115	1.30E-07	3.832	
GRB081210 	337073	1.85E-06	155.8	
GRB081203B	336489000	2.78E-06	113.2	
GRB081203A	336489	7.83E-06	474	
GRB081128 	335895	2.55E-06	131.6	
GRB081127 	335715	4.02E-07	19.25	
GRB081126 	335647	3.45E-06	78.44	
GRB081121 	335105	5.08E-06	19.76	
GRB081118 	334877	1.18E-06	69.95	
GRB081109A	334112	4.00E-06	380.5	
GRB081105A	333811	 N/A 	 N/A 	
GRB081104 	333666	2.10E-06	81	
GRB081102 	333427	2.27E-06	65.89	
GRB081101 	333320	7.19E-08	0.22	
GRB081029 	332931	2.14E-06	306.5	
GRB081028A	332851	3.95E-06	367.7	
GRB081025 	35650186	1.88E-06	25.17	
GRB081024A	332516	1.27E-07	1.924	
GRB081022 	332399	2.59E-06	218.7	
GRB081017 	331964	1.43E-06	318.4	
GRB081016B	331856	1.08E-07	2.976	
GRB081012 	331475	1.12E-06	32.78	
GRB081011 	331332	2.05E-07	18.24	
GRB081008 	331093	4.25E-06	261.8	
GRB081007 	330856	7.61E-07	15.49	
GRB080928 	326115	2.43E-06	266.7	
GRB080919 	325268	7.25E-08	0.668	
GRB080916B	324907	6.38E-07	38.33	
GRB080916A	324895	4.33E-06	91.04	
GRB080915B	324805	1.10E-06	6.68	
GRB080915A	324744	2.91E-07	29.39	
GRB080913 	324561	5.72E-07	8.328	
GRB080906 	323984	3.65E-06	214.6	
GRB080905B	323898	1.81E-06	150.4	
GRB080905A	323870	1.41E-07	1.088	
GRB080903 	323542	1.58E-06	78.55	
GRB080822B	321376	1.86E-07	64	
GRB080810 	319584	4.64E-06	127	
GRB080805 	319036	2.65E-06	138	
GRB080804 	319016	3.79E-06	113.2	
GRB080802 	318832	1.35E-06	206.3	
GRB080727C	318170	5.43E-06	113.5	
GRB080727B	318101	3.20E-06	9.74	
GRB080727A	318094	1.34E-07	5.328	
GRB080725 	317888	3.85E-06	155.5	
GRB080723A	317662	3.43E-07	18.94	
GRB080721 	317508	1.55E-05	370.4	
GRB080714 	316910	2.55E-06	36.02	
GRB080710 	316534	1.53E-06	162.8	
GRB080707 	316204	6.26E-07	33.09	
GRB080703 	315819	2.08E-07	3.912	
GRB080702B	315630003	5.19E-07	18.29	
GRB080702A	315710	3.80E-08	0.576	
GRB080701 	315615	7.41E-07	25.19	
GRB080623 	315080	1.06E-06	16.64	
GRB080613B	313954	5.72E-06	135.1	
GRB080607 	313417	2.47E-05	161.8	
GRB080605 	313299	1.35E-05	28.11	
GRB080604 	313116	7.89E-07	86.87	
GRB080603B	313087	2.58E-06	68.37	
GRB080602 	312958	3.26E-06	80.73	
GRB080524 	312277	2.49E-07	6.4	
GRB080523 	312242	7.67E-07	48	
GRB080520 	312047	5.89E-08	3.636	
GRB080517 	311874	5.87E-07	69.15	
GRB080516 	311762	2.67E-07	5.972	
GRB080515 	311658	2.58E-06	27.73	
GRB080506 	311159	1.30E-06	169.8	
GRB080503 	310785	2.04E-06	224	
GRB080430 	310613	1.17E-06	17.66	
GRB080426 	310219	3.75E-07	2.236	
GRB080413B	309111	3.36E-06	12	
GRB080413A	309096	3.52E-06	50.42	
GRB080411 	309010	2.65E-05	77.55	
GRB080409 	308812	6.24E-07	23.51	
GRB080405 	308549	1.35E-06	9.471	
GRB080330 	308041	2.94E-07	62.67	
GRB080328 	307931	9.51E-06	122.9	
GRB080325 	307604	5.01E-06	203.4	
GRB080320 	306858	2.83E-07	15.52	
GRB080319D	306793	3.23E-07	29.49	
GRB080319C	306778	3.51E-06	43.75	
GRB080319B	306757	8.55E-05	248	
GRB080319A	306754	4.45E-06	49.38	
GRB080315 	306323	1.38E-07	64	
GRB080310 	305288	2.31E-06	390.2	
GRB080307 	305011	9.27E-07	141	
GRB080303 	304549	6.68E-07	73.79	
GRB080229A	304379	9.10E-06	96	
GRB080218B	303631	6.17E-07	7.424	
GRB080218A	303609	6.19E-07	25.1	
GRB080212 	303105	3.29E-06	140.3	
GRB080210 	302888	1.80E-06	60.29	
GRB080207 	302728	6.40E-06	327.7	
GRB080205 	302506	2.03E-06	115.5	
GRB080130 	74372007	8.38E-07	67.2	
GRB080129 	301981	8.39E-07	55.89	
GRB080123 	301578	5.55E-07	121.1	
GRB080121 	301491	3.32E-08	0.496	
GRB071227 	299787	4.94E-07	150.7	
GRB071129 	297628	3.67E-06	470.7	
GRB071122 	297114	6.16E-07	85.1	
GRB071118 	296856	6.64E-07	119	
GRB071117 	296805	2.47E-06	14.32	
GRB071112C	296504	 N/A 	 N/A 	
GRB071112B	296503	4.75E-08	0.32	
GRB071101 	295779	7.02E-08	5.176	
GRB071031 	295670	8.98E-07	197	
GRB071028B	295492	 N/A 	 N/A 	
GRB071028A	295527	3.00E-07	29.64	
GRB071025 	295301	7.32E-06	398.8	
GRB071021 	294974	1.36E-06	284.3	
GRB071020 	294835	2.34E-06	10.58	
GRB071018 	294645	1.04E-06	296.2	
GRB071013 	294120	3.95E-07	77.95	
GRB071011 	293924	2.36E-06	87.12	
GRB071010C	293804	 N/A 	 N/A 	
GRB071010B	293795	4.62E-06	59.57	
GRB071010A	293707	2.02E-07	7.02	
GRB071008 	293587	2.50E-07	24.58	
GRB071006 	293250	 N/A 	 N/A 	
GRB071003 	292934	8.35E-06	175.2	
GRB071001 	292826	7.86E-07	61.84	
GRB070923 	292004	3.86E-08	0.044	
GRB070920B	291728	8.11E-07	27.47	
GRB070920A	291614	5.15E-07	59.64	
GRB070917 	291292	2.12E-06	15.23	
GRB070913 	290843	1.69E-07	2.876	
GRB070911 	290624	1.27E-05	231.1	
GRB070810B	287409	1.64E-08	0.084	
GRB070810A	287364	6.72E-07	12.74	
GRB070809 	287344	1.02E-07	1.472	
GRB070808 	287260	1.29E-06	69.89	
GRB070805 	287088	7.08E-07	29.51	
GRB070802 	286809	2.79E-07	17.96	
GRB070731 	286574	1.67E-07	3.128	
GRB070729 	286373	1.03E-07	1.144	
GRB070724A	285948	3.09E-08	0.488	
GRB070721B	285654	3.56E-06	366.6	
GRB070721A	285653	7.30E-08	3.568	
GRB070714B	284856	7.39E-07	75.43	
GRB070714A	284850	1.55E-07	3	
GRB070704 	283791	5.91E-06	458.1	
GRB070628 	283320	3.56E-06	47.92	
GRB070621 	282808	4.40E-06	41.66	
GRB070616 	282445	1.97E-05	608.9	
GRB070612B	282073	1.82E-06	24	
GRB070612A	282066	1.08E-05	422.6	
GRB070611 	282003	4.03E-07	16	
GRB070531 	280958	1.09E-06	48.75	
GRB070529 	280706	2.48E-06	118.5	
GRB070521 	279935	8.21E-06	64.27	
GRB070520B	279898	1.07E-06	112	
GRB070520A	279817	3.81E-07	48	
GRB070518 	279592	1.67E-07	6.288	
GRB070517 	279494	2.19E-07	8.528	
GRB070509 	278903	1.88E-07	9.3	
GRB070508 	278854	2.01E-05	48.74	
GRB070506 	278693	2.30E-07	7.4	
GRB070429B	277582	6.52E-08	0.536	
GRB070429A	277571	9.36E-07	194	
GRB070427 	277356	7.31E-07	13.87	
GRB070420 	276321	1.45E-05	129.4	
GRB070419B	276212	7.44E-06	324.1	
GRB070419A	276205	6.67E-07	192	
GRB070412 	275119	4.82E-07	35.74	
GRB070411 	275087	2.69E-06	157.4	
GRB070406 	274153	3.21E-08	1.28	
GRB070330 	273180	2.10E-07	7.12	
GRB070328 	272773	9.15E-06	141.1	
GRB070326 	271019007	6.90E-07	22	
GRB070318 	271019	2.62E-06	172.5	
GRB070306 	263361	5.46E-06	304.1	
GRB070227 	262347	 N/A 	 N/A 	
GRB070224 	261880	3.70E-07	64	
GRB070223 	261664	1.79E-06	144	
GRB070220 	261299	1.06E-05	256.2	
GRB070219 	261132	3.30E-07	21	
GRB070209 	259803	2.04E-08	0.084	
GRB070208 	259714	5.18E-07	64	
GRB070129 	258408	3.00E-06	504.5	
GRB070126 	257741	1.62E-07	64	
GRB070125 	  N/A 	 N/A 	 N/A 	
GRB070110 	255445	1.63E-06	110.9	
GRB070107 	255029	5.36E-06	485.8	
GRB070103 	254532	3.29E-07	19.52	
GRB061222B	252593	2.27E-06	49.78	
GRB061222A	252588	8.51E-06	216	
GRB061218 	251863	4.31E-08	4.096	
GRB061217 	251634	4.27E-08	0.256	
GRB061210 	243690	1.09E-06	89.4	
GRB061202 	241963	3.45E-06	148.3	
GRB061201 	241840	3.41E-07	0.852	
GRB061126 	240766	6.65E-06	95.42	
GRB061121 	239899	1.39E-05	122.1	
GRB061110B	238174	1.35E-06	149.2	
GRB061110A	238108	1.13E-06	53.68	
GRB061102 	236430	2.76E-07	49.8	
GRB061028 	235715	9.54E-07	119.4	
GRB061027 	235645	2.89E-07	64	
GRB061021 	234905	3.01E-06	64.97	
GRB061019 	234516	2.36E-06	184.4	
GRB061007 	232683	4.50E-05	252.3	
GRB061006 	232585	1.43E-06	161	
GRB061004 	232339	5.69E-07	7.872	
GRB061002 	231974	6.91E-07	19.22	
GRB060929 	231702	8.66E-07	560.8	
GRB060927 	231362	1.21E-06	24.74	
GRB060926 	231231	2.32E-07	10.23	
GRB060923C	230711	1.57E-06	79.79	
GRB060923B	230702	4.90E-07	9.956	
GRB060923A	230662	9.77E-07	63.72	
GRB060919 	230115	5.41E-07	9.948	
GRB060912A	229185	1.36E-06	6.676	
GRB060908 	228581	2.88E-06	28.49	
GRB060906 	228316	2.29E-06	50.1	
GRB060904B	228006	1.71E-06	214.2	
GRB060904A	227996	7.83E-06	133.6	
GRB060825 	226382	1.01E-06	10.62	
GRB060814 	224552	1.48E-05	230	
GRB060813 	224364	5.61E-06	36.44	
GRB060807 	223217	8.64E-07	66.53	
GRB060805A	222683	7.31E-08	5.744	
GRB060804 	222546	5.33E-07	19.61	
GRB060801 	222154	8.05E-08	0.548	
GRB060729 	221755	2.61E-06	127.6	
GRB060728 	221627	2.23E-07	64	
GRB060719 	220020	1.53E-06	84.96	
GRB060717 	219646	6.58E-08	3	
GRB060714 	219101	2.88E-06	134.2	
GRB060712 	218582	1.42E-06	38.14	
GRB060708 	217805	4.99E-07	14.44	
GRB060707 	217704	1.70E-06	74.4	
GRB060614 	214805	2.08E-05	180.6	
GRB060607B	213934	1.65E-06	37.85	
GRB060607A	213823	2.57E-06	125.9	
GRB060605 	213630	7.11E-07	85.28	
GRB060604 	213486	3.76E-07	96	
GRB060602A	213180	1.61E-06	82.62	
GRB060526 	211957	1.29E-06	310.5	
GRB060522 	211117	1.13E-06	77.16	
GRB060516 	210254	8.58E-07	144	
GRB060515 	210084	1.44E-06	57.28	
GRB060512 	209755	2.31E-07	9.288	
GRB060510B	209352	3.98E-06	300.4	
GRB060510A	209351	 N/A 	 N/A 	
GRB060507 	208870	4.52E-06	203.4	
GRB060505 	208654	7.91E-07	7	
GRB060502B	208275	4.92E-08	0.176	
GRB060502A	208169	2.33E-06	44.63	
GRB060501 	208050	1.40E-06	40.27	
GRB060428B	207399	8.44E-07	128	
GRB060428A	207364	1.40E-06	49.77	
GRB060427 	207281	5.03E-07	71	
GRB060424 	206773	6.86E-07	40.94	
GRB060421 	206257	1.26E-06	19.67	
GRB060418 	205851	8.40E-06	219.1	
GRB060413 	205096	3.56E-06	217	
GRB060403 	203755	1.36E-06	39.34	
GRB060323 	202505	6.34E-07	29.6	
GRB060322 	202442	5.42E-06	319.8	
GRB060319 	202035	2.65E-07	12.43	
GRB060313 	201487	1.14E-06	0.884	
GRB060312 	201391	1.93E-06	58.7	
GRB060306 	200638	2.15E-06	68.27	
GRB060223B	192152	1.60E-06	12.52	
GRB060223A	192059	6.74E-07	12.96	
GRB060219 	191512	4.40E-07	65.31	
GRB060218 	191157	1.73E-06	359.6	
GRB060211B	181156	4.45E-07	29.76	
GRB060211A	181126	1.71E-06	146.4	
GRB060210 	180977	7.68E-06	368	
GRB060206 	180455	8.81E-07	14.26	
GRB060204B	180241	3.08E-06	195	
GRB060203 	180151	9.12E-07	77.9	
GRB060202 	179968	2.22E-06	217	
GRB060124 	178750	4.65E-07	14.75	
GRB060123 	  N/A 	 N/A 	 N/A 	
GRB060117 	177666	2.10E-05	28.26	
GRB060116 	177533	2.39E-06	114.4	
GRB060115 	177408	1.83E-06	159	
GRB060111B	176918	1.63E-06	63.72	
GRB060111A	176818	1.28E-06	18.23	
GRB060110 	176702	1.50E-06	28.15	
GRB060109 	176620	6.60E-07	128.7	
GRB060108 	176453	3.72E-07	17.25	
GRB060105 	175942	1.82E-05	87.59	
GRB060102 	175603	2.34E-07	23	
GRB051227 	174738	7.04E-07	123.6	
GRB051221B	173904	9.80E-07	49.58	
GRB051221A	173780	1.16E-06	2.124	
GRB051213 	172516	7.97E-07	77.31	
GRB051210 	171931	8.60E-08	1.46	
GRB051117B	164279	1.75E-07	9.608	
GRB051117A	164268	4.42E-06	186.1	
GRB051114 	163844	1.24E-07	3	
GRB051113 	163765	2.58E-06	98.08	
GRB051111 	163438	4.27E-06	96	
GRB051109B	163170	2.65E-07	18.96	
GRB051109A	163136	2.17E-06	44.3	
GRB051105A	162580	1.67E-08	0.068	
GRB051021B	160672	8.94E-07	59.33	
GRB051016B	159994	1.67E-07	4.504	
GRB051016A	159913	8.41E-07	23	
GRB051012 	159413	2.72E-07	12.8	
GRB051008 	158855	5.14E-06	38.26	
GRB051006 	158593	1.35E-06	40.94	
GRB051001 	157870	1.76E-06	224.7	
GRB050925 	156838	7.47E-08	0.104	
GRB050922C	156467	1.62E-06	6.8	
GRB050922B	156434	2.37E-06	249.2	
GRB050916 	155408	1.13E-06	98.23	
GRB050915B	155284	3.56E-06	66.04	
GRB050915A	155242	8.36E-07	65.98	
GRB050911 	154630	3.20E-07	16.96	
GRB050908 	154112	4.83E-07	22.66	
GRB050906 	153866	5.61E-09	0.064	
GRB050904 	153514	5.21E-06	230.5	
GRB050827 	152325	2.10E-06	67.31	
GRB050826 	152113	4.20E-07	39.79	
GRB050824 	151905	2.78E-07	27.15	
GRB050822 	151486	2.51E-06	135.2	
GRB050820B	151334	2.13E-06	15.33	
GRB050820A	151207	3.83E-06	261.4	
GRB050819 	151131	3.48E-07	47.3	
GRB050815 	150532	9.82E-08	3.452	
GRB050814 	150314	1.91E-06	180	
GRB050813 	150139	4.19E-08	0.436	
GRB050803 	148833	2.16E-06	105.5	
GRB050802 	148646	2.21E-06	33.47	
GRB050801 	148522	3.09E-07	25.64	
GRB050730 	148225	2.36E-06	177.8	
GRB050726 	147788	1.96E-06	56.46	
