## GRBname 	 Trig_ID 	 15_150kev(PL) 	 Exposure_time 	bestmodel	 15_150kev(CPL) 	 15_150kev
GRB140129B	585149	7.08E-08	1.512	 PL	0	7.08E-08
GRB140129A	585128	1.28E-07	3	 PL	0	0.000000128
GRB140118A	584136	2.56E-06	103	 PL	0	0.00000256
GRB140114A	583861	3.20E-06	183.1	 PL	0	0.0000032
GRB140108A	583338	7.14E-06	128.2	 PL	0	0.00000714
GRB140102A	582760	7.62E-06	131.4	 PL	0	0.00000762
GRB131229A	582374	6.89E-06	96	 PL	0	0.00000689
GRB131227A	582184	8.41E-07	20.42	 PL	0	0.000000841
GRB131226A	582123	4.02E-06	8.96	 PL	0	0.00000402
GRB131224B	32923023	2.59E-07	9.616	 PL	0	0.000000259
GRB131205A	580267	1.89E-07	20.76	 PL	0	0.000000189
GRB131202A	579982	6.06E-07	37.26	 PL	0	0.000000606
GRB131128A	579683	3.17E-07	3	 PL	0	0.000000317
GRB131127A	579571	1.99E-06	111.6	 PL	0	0.00000199
GRB131120A	578227	6.09E-07	135.4	 PL	0	0.000000609
GRB131117A	577968	2.98E-07	12.42	 PL	0	0.000000298
GRB131110A	20326002	3.44E-06	84.8	 PL	0	0.00000344
GRB131103A	576562	8.12E-07	18.54	 PL	0	0.000000812
GRB131030A	576238	2.91E-05	148.9	 PL	0	0.0000291
GRB131024B	575754	1.46E-06	109.3	 PL	0	0.00000146
GRB131024A	575707	1.21E-06	128	 PL	0	0.00000121
GRB131018A	574935	1.09E-06	96.64	 PL	0	0.00000109
GRB131004A	573190	2.76E-07	2.048	 PL	0	0.000000276
GRB131002B	572742	7.87E-07	63	 PL	0	0.000000787
GRB131002A	572721	5.60E-07	59.95	 PL	0	0.00000056
GRB131001A	82217006	0.00E+00	6	 CPL	5.16E-07	5.16263E-07
GRB130929A	572308	7.08E-07	14.34	 PL	0	0.000000708
GRB130925A	571830	4.03E-05	963	 PL	0	0.0000403
GRB130919A	571271	0.00E+00	128.2	 CPL	1.36E-06	1.36229E-06
GRB130913A	570531	1.26E-07	10.02	 PL	0	0.000000126
GRB130912A	570465	1.75E-07	0.316	 PL	0	0.000000175
GRB130907A	569992	1.36E-04	839.5	 PL	0	0.000136
GRB130831B	568855	1.46E-06	44.46	 PL	0	0.00000146
GRB130831A	568849	6.50E-06	43.23	 PL	0	0.0000065
GRB130829A	568417	1.27E-06	64.04	 PL	0	0.00000127
GRB130822A	567163	1.22E-08	0.048	 PL	0	1.22E-08
GRB130816B	566561	2.87E-07	11.4	 PL	0	0.000000287
GRB130816A	566545	4.27E-07	30.64	 PL	0	0.000000427
GRB130807A	565651	2.22E-06	326	 PL	0	0.00000222
GRB130806A	565562	1.66E-07	6.264	 PL	0	0.000000166
GRB130803A	565263	1.40E-06	45.62	 PL	0	0.0000014
GRB130727A	564342	3.84E-06	25.46	 PL	0	0.00000384
GRB130725B	564028	3.75E-07	6.28	 PL	0	0.000000375
GRB130725A	563980	9.77E-07	113.2	 PL	0	0.000000977
GRB130722A	563213	1.30E-05	257	 PL	0	0.000013
GRB130716A	561974	3.29E-07	106.7	 PL	0	0.000000329
GRB130708A	560515	1.14E-06	8.448	 PL	0	0.00000114
GRB130701A	559482	0.00E+00	6.492	 CPL	4.38E-06	4.37621E-06
GRB130627B	559139	8.25E-07	64	 PL	0	0.000000825
GRB130626A	559075	6.02E-08	0.192	 PL	0	6.02E-08
GRB130625A	558982	1.86E-06	57.76	 PL	0	0.00000186
GRB130615A	558271	2.29E-06	361.3	 PL	0	0.00000229
GRB130610A	557845	2.53E-06	69.48	 PL	0	0.00000253
GRB130609B	557828	1.64E-05	317.7	 PL	0	0.0000164
GRB130609A	557782	5.74E-07	8.464	 PL	0	0.000000574
GRB130608A	557771	8.90E-07	156.9	 PL	0	0.00000089
GRB130606A	557589	2.76E-06	298.3	 PL	0	0.00000276
GRB130604A	557354	1.54E-06	96.21	 PL	0	0.00000154
GRB130603B	557310	6.27E-07	0.252	 PL	0	0.000000627
GRB130603A	557274	1.90E-06	125.8	 PL	0	0.0000019
GRB130529A	556930	1.26E-06	110.3	 PL	0	0.00000126
GRB130528A	556870	5.68E-06	720	 PL	0	0.00000568
GRB130527A	556753	1.33E-05	176	 PL	0	0.0000133
GRB130521A	556344	4.25E-07	13.28	 PL	0	0.000000425
GRB130518B	556105	5.95E-07	6.479	 PL	0	0.000000595
GRB130514A	555821	9.00E-06	280.7	 PL	0	0.000009
GRB130511A	555600	1.74E-07	2.904	 PL	0	0.000000174
GRB130508A	555413	6.14E-07	48.58	 PL	0	0.000000614
GRB130505A	555163	3.47E-06	339.7	 PL	0	0.00000347
GRB130502A	554996	4.31E-07	10.4	 PL	0	0.000000431
GRB130427B	554635	1.45E-06	30.11	 PL	0	0.00000145
GRB130427A	554620	3.73E-04	711.2	 PL	0	0.000373
GRB130420B	553996	0.00E+00	20.66	 CPL	6.57E-07	6.56509E-07
GRB130420A	553977	7.59E-06	203.1	 PL	0	0.00000759
GRB130419A	553918	8.44E-07	139.4	 PL	0	0.000000844
GRB130418A	553847	1.77E-06	313.1	 PL	0	0.00000177
GRB130408A	553132	1.67E-06	4.656	 PL	0	0.00000167
GRB130327A	552063	2.27E-07	8.04	 PL	0	0.000000227
GRB130315A	551126	4.53E-06	266.4	 PL	0	0.00000453
GRB130313A	550906	2.95E-08	0.204	 PL	0	2.95E-08
GRB130306A	550457	2.97E-05	313.6	 PL	0	0.0000297
GRB130216B	548918	2.15E-06	10.01	 PL	0	0.00000215
GRB130216A	548927	0.00E+00	10.47	 CPL	2.97E-06	2.97048E-06
GRB130215A	548760	5.40E-06	79.55	 PL	0	0.0000054
GRB130211A	548276	6.52E-07	35.72	 PL	0	0.000000652
GRB130206A	547918	1.97E-06	156	 PL	0	0.00000197
GRB130131B	547420	3.38E-07	4.648	 PL	0	0.000000338
GRB130131A	547407	3.06E-07	53.02	 PL	0	0.000000306
GRB130102A	544784	8.38E-07	169	 PL	0	0.000000838
GRB121229A	544347	8.40E-07	146.5	 PL	0	0.00000084
GRB121226A	544027	1.42E-07	1.16	 PL	0	0.000000142
GRB121217A	542441	6.17E-06	801.5	 PL	0	0.00000617
GRB121212A	541371	1.39E-07	8.112	 PL	0	0.000000139
GRB121211A	541200	1.27E-06	197.1	 PL	0	0.00000127
GRB121209A	540964	2.87E-06	46.88	 PL	0	0.00000287
GRB121202A	540255	0.00E+00	21.19	 CPL	1.06E-06	1.0637E-06
GRB121201A	540178	7.20E-07	46	 PL	0	0.00000072
GRB121128A	539866	0.00E+00	41.69	 CPL	5.83E-06	5.83045E-06
GRB121125A	539563	4.60E-06	86.82	 PL	0	0.0000046
GRB121123A	539358	0.00E+00	425.5	 CPL	1.24E-05	1.24274E-05
GRB121117A	538696	1.08E-06	29.6	 PL	0	0.00000108
GRB121102A	537266	2.05E-06	75.21	 PL	0	0.00000205
GRB121031A	537195	7.95E-06	307.3	 PL	0	0.00000795
GRB121028A	536897	3.35E-07	3.284	 PL	0	0.000000335
GRB121027A	536831	2.20E-06	144.7	 PL	0	0.0000022
GRB121024A	536580	1.10E-06	82.37	 PL	0	0.0000011
GRB121017A	536172	6.56E-07	5.28	 PL	0	0.000000656
GRB121014A	535960	1.07E-06	80	 PL	0	0.00000107
GRB121011A	535764	2.33E-06	117	 PL	0	0.00000233
GRB120927A	534815	0.00E+00	69.07	 CPL	2.31E-06	2.31334E-06
GRB120923A	534402	3.89E-07	29.57	 PL	0	0.000000389
GRB120922A	534394	5.52E-06	238.3	 PL	0	0.00000552
GRB120918A	534015	0.00E+00	26.78	 CPL	2.98E-06	2.98051E-06
GRB120913B	533613	1.11E-05	162.5	 PL	0	0.0000111
GRB120913A	533568	8.80E-07	40.52	 PL	0	0.00000088
GRB120911A	533268	1.06E-06	25.72	 PL	0	0.00000106
GRB120909A	533060	7.50E-06	598.2	 PL	0	0.0000075
GRB120907A	532871	5.88E-07	6.96	 PL	0	0.000000588
GRB120819A	531428	1.40E-06	78.59	 PL	0	0.0000014
GRB120817A	531267	6.92E-07	33.02	 PL	0	0.000000692
GRB120816A	531223	3.73E-07	4.784	 PL	0	0.000000373
GRB120815A	531003	4.92E-07	12.21	 PL	0	0.000000492
GRB120811C	530689	0.00E+00	41.06	 CPL	2.84E-06	2.84485E-06
GRB120811A	530581	7.53E-07	36.38	 PL	0	0.000000753
GRB120807A	530267	2.92E-07	24.4	 PL	0	0.000000292
GRB120805A	530031	8.41E-07	48	 PL	0	0.000000841
GRB120804A	529686	8.78E-07	0.996	 PL	0	0.000000878
GRB120803B	529606	0.00E+00	54.73	 CPL	1.84E-06	1.83775E-06
GRB120803A	529582	2.81E-07	9.992	 PL	0	0.000000281
GRB120802A	529486	0.00E+00	63.63	 CPL	1.64E-06	1.6423E-06
GRB120729A	529095	2.51E-06	144.9	 PL	0	0.00000251
GRB120728A	529021	2.39E-06	24.18	 PL	0	0.00000239
GRB120724A	528443	8.00E-07	98.63	 PL	0	0.0000008
GRB120722A	528195	1.33E-06	42.94	 PL	0	0.00000133
GRB120714B	526642	1.25E-06	175.4	 PL	0	0.00000125
GRB120714A	526593	8.91E-07	24	 PL	0	0.000000891
GRB120712A	526351	1.84E-06	21.1	 PL	0	0.00000184
GRB120711B	526270	5.87E-07	63.49	 PL	0	0.000000587
GRB120703A	525671	3.79E-06	77.1	 PL	0	0.00000379
GRB120701A	525477	1.45E-06	15.37	 PL	0	0.00000145
GRB120630A	525451	6.02E-08	0.64	 PL	0	6.02E-08
GRB120624B	525068	2.96E-05	207.9	 PL	0	0.0000296
GRB120612A	524128	1.30E-06	108.4	 PL	0	0.0000013
GRB120521C	522656	1.20E-06	32.9	 PL	0	0.0000012
GRB120521B	522586	2.07E-06	169.7	 PL	0	0.00000207
GRB120521A	522578	7.86E-08	0.576	 PL	0	7.86E-08
GRB120514A	522197	2.80E-06	174.3	 PL	0	0.0000028
GRB120422A	520658	3.22E-07	62.4	 PL	0	0.000000322
GRB120403B	519256	2.08E-07	8.288	 PL	0	0.000000208
GRB120403A	519211	1.07E-07	1.592	 PL	0	0.000000107
GRB120401A	519043	9.21E-07	145.7	 PL	0	0.000000921
GRB120327A	518731	3.57E-06	90.36	 PL	0	0.00000357
GRB120326A	518626	0.00E+00	90.58	 CPL	2.52E-06	2.51711E-06
GRB120324A	518507	1.00E-05	293	 PL	0	0.00001
GRB120320A	518200	0.00E+00	29.87	 CPL	5.53E-07	5.52644E-07
GRB120312A	517566	5.67E-07	17.34	 PL	0	0.000000567
GRB120311B	517489	1.04E-06	37.7	 PL	0	0.00000104
GRB120311A	517469	2.96E-07	4.604	 PL	0	0.000000296
GRB120308A	517234	1.17E-06	82.96	 PL	0	0.00000117
GRB120305A	516997	1.99E-07	0.128	 PL	0	0.000000199
GRB120302A	516694	3.70E-07	8.247	 PL	0	0.00000037
GRB120229A	516571	4.14E-08	0.276	 PL	0	4.14E-08
GRB120224A	515976	2.16E-07	8	 PL	0	0.000000216
GRB120219A	515375	6.83E-07	98.19	 PL	0	0.000000683
GRB120215A	515015	2.55E-07	9.976	 PL	0	0.000000255
GRB120213A	514767	1.86E-06	80.77	 PL	0	0.00000186
GRB120212A	514709	4.75E-07	6	 PL	0	0.000000475
GRB120211A	514586	8.62E-07	73.98	 PL	0	0.000000862
GRB120121A	512164	0.00E+00	30.78	 CPL	1.07E-06	1.06831E-06
GRB120119A	512035	1.70E-05	227	 PL	0	0.000017
GRB120118B	512003	1.75E-06	29.4	 PL	0	0.00000175
GRB120116A	511866	0.00E+00	60.01	 CPL	2.88E-06	2.88339E-06
GRB120114A	511739	7.73E-07	8.101	 PL	0	0.000000773
GRB120106A	511235	9.91E-07	68.92	 PL	0	0.000000991
GRB120102A	510922	4.32E-06	53.17	 PL	0	0.00000432
GRB111229A	510736	3.36E-07	27.23	 PL	0	0.000000336
GRB111228A	510649	8.27E-06	128.2	 PL	0	0.00000827
GRB111225A	510341	1.26E-06	121.3	 PL	0	0.00000126
GRB111215A	509717	2.71E-06	409.4	 PL	0	0.00000271
GRB111212A	509543	1.39E-06	68.42	 PL	0	0.00000139
GRB111210A	509419	1.64E-07	2.688	 PL	0	0.000000164
GRB111209A	509337	3.65E-05	979.7	 PL	0	0.0000365
GRB111208A	509285	9.59E-07	10.08	 PL	0	0.000000959
GRB111207A	509245	1.66E-07	10.09	 PL	0	0.000000166
GRB111204A	509018	4.70E-07	48	 PL	0	0.00000047
GRB111201A	508800	4.45E-07	9.498	 PL	0	0.000000445
GRB111129A	508712	1.82E-07	8.984	 PL	0	0.000000182
GRB111126A	48079001	6.69E-08	0.712	 PL	0	6.69E-08
GRB111123A	508319	7.10E-06	490	 PL	0	0.0000071
GRB111117A	507901	1.45E-07	0.496	 PL	0	0.000000145
GRB111109A	507342	2.43E-07	14	 PL	0	0.000000243
GRB111107A	507185	9.12E-07	37.55	 PL	0	0.000000912
GRB111103B	506903	7.91E-06	257.3	 PL	0	0.00000791
GRB111103A	506902	1.40E-06	12.56	 PL	0	0.0000014
GRB111029A	506519	4.22E-07	8.472	 PL	0	0.000000422
GRB111026A	506291	1.67E-07	4.132	 PL	0	0.000000167
GRB111022B	506074	8.98E-07	106.8	 PL	0	0.000000898
GRB111022A	506070	0.00E+00	35.28	 CPL	1.92E-06	1.91725E-06
GRB111020A	505926	6.30E-08	0.432	 PL	0	0.000000063
GRB111018A	505801	4.01E-07	41.38	 PL	0	0.000000401
GRB111016A	505646	3.90E-06	583.1	 PL	0	0.0000039
GRB111008A	505054	5.20E-06	71.42	 PL	0	0.0000052
GRB110928A	504215	7.02E-07	28.96	 PL	0	0.000000702
GRB110921A	503652	2.17E-06	37.61	 PL	0	0.00000217
GRB110915A	503219	0.00E+00	104.7	 CPL	5.70E-06	5.69897E-06
GRB110820A	501095	8.17E-07	274.4	 PL	0	0.000000817
GRB110808A	458918	3.69E-07	45.04	 PL	0	0.000000369
GRB110731A	458448	5.94E-06	81.33	 PL	0	0.00000594
GRB110719A	457553	1.91E-06	56.08	 PL	0	0.00000191
GRB110709B	456967	2.34E-05	881.6	 PL	0	0.0000234
GRB110709A	456939	9.97E-06	60.77	 PL	0	0.00000997
GRB110625A	456073	2.81E-05	146.5	 PL	0	0.0000281
GRB110530A	454473	4.85E-07	66.24	 PL	0	0.000000485
GRB110521A	453788	6.71E-07	108	 PL	0	0.000000671
GRB110520A	453747	1.16E-06	27.65	 PL	0	0.00000116
GRB110519A	453628	3.97E-06	41.91	 PL	0	0.00000397
GRB110503A	452685	1.13E-05	210.2	 PL	0	0.0000113
GRB110422A	451901	0.00E+00	47.92	 CPL	3.83E-05	3.83166E-05
GRB110420A	451757	6.43E-06	21.92	 PL	0	0.00000643
GRB110414A	451343	3.48E-06	171.3	 PL	0	0.00000348
GRB110412A	451191	1.79E-06	27.23	 PL	0	0.00000179
GRB110411A	451165	0.00E+00	103.2	 CPL	3.30E-06	3.29541E-06
GRB110407A	450884	0.00E+00	181.4	 CPL	1.72E-06	1.7242E-06
GRB110402A	450545	3.24E-06	62.91	 PL	0	0.00000324
GRB110319B	449578001	1.35E-06	35.7	 PL	0	0.00000135
GRB110318B	449549	2.87E-07	5.38	 PL	0	0.000000287
GRB110318A	449542	0.00E+00	23.59	 CPL	4.93E-06	4.92785E-06
GRB110315A	449399	4.08E-06	105.6	 PL	0	0.00000408
GRB110312A	449074	8.12E-07	40.05	 PL	0	0.000000812
GRB110305A	448229	7.98E-07	13	 PL	0	0.000000798
GRB110223B	446677	6.11E-07	65.1	 PL	0	0.000000611
GRB110223A	446674	1.67E-07	8	 PL	0	0.000000167
GRB110213A	445414	5.97E-06	64	 PL	0	0.00000597
GRB110212A	445321	0.00E+00	4.352	 CPL	2.39E-07	2.38962E-07
GRB110210A	445141	8.80E-07	210.9	 PL	0	0.00000088
GRB110208A	445038	2.32E-07	19.07	 PL	0	0.000000232
GRB110205A	444643	1.58E-05	507.4	 PL	0	0.0000158
GRB110128A	443861	5.78E-07	16.56	 PL	0	0.000000578
GRB110119A	442978	7.27E-06	326	 PL	0	0.00000727
GRB110112A	442039	2.97E-08	0.576	 PL	0	2.97E-08
GRB110107A	90978002	5.60E-06	86	 PL	0	0.0000056
GRB110106B	441676	2.05E-06	53.95	 PL	0	0.00000205
GRB110106A	441664	2.38E-07	3	 PL	0	0.000000238
GRB110102A	441454	1.58E-05	353.8	 PL	0	0.0000158
GRB101225A	441015	2.10E-06	1142	 PL	0	0.0000021
GRB101219B	440635	2.59E-06	49.15	 PL	0	0.00000259
GRB101213A	440285	4.99E-06	200	 PL	0	0.00000499
GRB101117B	438675	1.10E-06	8.276	 PL	0	0.0000011
GRB101114A	438392	4.39E-07	3.501	 PL	0	0.000000439
GRB101030A	437408	2.99E-06	124.2	 PL	0	0.00000299
GRB101024A	437016	0.00E+00	20.38	 CPL	1.45E-06	1.45363E-06
GRB101023A	436981	0.00E+00	149.6	 CPL	2.59E-05	2.59485E-05
GRB101020A	436737	2.56E-06	208.6	 PL	0	0.00000256
GRB101017A	436429	1.75E-05	136.1	 PL	0	0.0000175
GRB101011A	436094	1.38E-06	87.45	 PL	0	0.00000138
GRB101008A	435903	1.15E-06	109.2	 PL	0	0.00000115
GRB100928A	435160	3.91E-07	4.72	 PL	0	0.000000391
GRB100924A	434843	8.07E-06	89	 PL	0	0.00000807
GRB100917A	434360	8.52E-07	68.44	 PL	0	0.000000852
GRB100915A	434178	1.50E-06	222.1	 PL	0	0.0000015
GRB100906A	433509	1.19E-05	130.7	 PL	0	0.0000119
GRB100905A	433442	1.73E-07	3.78	 PL	0	0.000000173
GRB100904A	433273	1.27E-06	38.08	 PL	0	0.00000127
GRB100902A	433160	3.22E-06	459.1	 PL	0	0.00000322
GRB100901A	433065	1.95E-06	460.8	 PL	0	0.00000195
GRB100823A	432420	4.11E-07	20.58	 PL	0	0.000000411
GRB100816A	431764	0.00E+00	5.228	 CPL	1.95E-06	0.00000195
GRB100814A	431605	8.85E-06	247.8	 PL	0	0.00000885
GRB100807A	431128	3.36E-07	9.216	 PL	0	0.000000336
GRB100805A	430957	5.07E-07	18.46	 PL	0	0.000000507
GRB100802A	430603	3.47E-06	535.1	 PL	0	0.00000347
GRB100728B	430172	1.67E-06	14.94	 PL	0	0.00000167
GRB100728A	430151	3.73E-05	412.6	 PL	0	0.0000373
GRB100725B	429969	6.54E-06	230.1	 PL	0	0.00000654
GRB100725A	429954	2.07E-06	174.2	 PL	0	0.00000207
GRB100724A	429868	1.61E-07	1.564	 PL	0	0.000000161
GRB100719A	429357	5.29E-07	39	 PL	0	0.000000529
GRB100704A	426722	5.85E-06	264.6	 PL	0	0.00000585
GRB100702A	426438	1.44E-07	0.512	 PL	0	0.000000144
GRB100621A	425151	2.06E-05	210.4	 PL	0	0.0000206
GRB100619A	424998	4.41E-06	109.5	 PL	0	0.00000441
GRB100615A	424733	4.92E-06	47.45	 PL	0	0.00000492
GRB100606A	424031	5.62E-06	83.19	 PL	0	0.00000562
GRB100526B	423184	5.33E-07	74	 PL	0	0.000000533
GRB100526A	423181	2.47E-06	114	 PL	0	0.00000247
GRB100522A	422783	2.06E-06	64	 PL	0	0.00000206
GRB100514A	421962	3.99E-07	29.98	 PL	0	0.000000399
GRB100513A	421814	1.43E-06	105	 PL	0	0.00000143
GRB100508A	421386	7.50E-07	59.91	 PL	0	0.00000075
GRB100504A	421124	2.34E-06	112.2	 PL	0	0.00000234
GRB100427A	420547	2.50E-07	8.064	 PL	0	0.00000025
GRB100425A	420398	4.64E-07	41.49	 PL	0	0.000000464
GRB100424A	420367	1.50E-06	125	 PL	0	0.0000015
GRB100423A	420247	8.83E-06	96.62	 PL	0	0.00000883
GRB100420A	419932	4.96E-07	69.35	 PL	0	0.000000496
GRB100418A	419797	3.46E-07	9.416	 PL	0	0.000000346
GRB100413A	419404	6.18E-06	226.5	 PL	0	0.00000618
GRB100401A	417974	3.86E-07	3	 PL	0	0.000000386
GRB100324A	416945	7.52E-08	6.4	 PL	0	7.52E-08
GRB100322B	416771	4.64E-08	1	 PL	0	4.64E-08
GRB100316D	416135	3.28E-06	953.7	 PL	0	0.00000328
GRB100316C	416115	1.82E-07	9.932	 PL	0	0.000000182
GRB100316B	416103	1.98E-07	4.396	 PL	0	0.000000198
GRB100316A	416076	8.22E-07	7.968	 PL	0	0.000000822
GRB100305A	414905	1.58E-06	87.36	 PL	0	0.00000158
GRB100302A	414592	3.16E-07	19.65	 PL	0	0.000000316
GRB100216A	412522	2.64E-08	0.272	 PL	0	2.64E-08
GRB100213B	412220	1.22E-06	117.2	 PL	0	0.00000122
GRB100213A	412217	2.68E-07	2.552	 PL	0	0.000000268
GRB100212A	412081	1.14E-06	178.2	 PL	0	0.00000114
GRB100206A	411412	1.39E-07	0.132	 PL	0	0.000000139
GRB100205A	411248	3.64E-07	29.86	 PL	0	0.000000364
GRB100203A	411011	2.42E-07	9.67	 PL	0	0.000000242
GRB100117A	382941	9.35E-08	0.324	 PL	0	9.35E-08
GRB100111A	382399	6.77E-07	18	 PL	0	0.000000677
GRB091208B	378559	3.20E-06	19.5	 PL	0	0.0000032
GRB091208A	378554	1.80E-06	96	 PL	0	0.0000018
GRB091130B	377487	1.46E-06	156	 PL	0	0.00000146
GRB091109B	375409	1.95E-07	0.336	 PL	0	0.000000195
GRB091109A	375246	1.64E-06	52.59	 PL	0	0.00000164
GRB090929B	371050	5.82E-06	380.7	 PL	0	0.00000582
GRB090929A	75259002	2.18E-06	52.13	 PL	0	0.00000218
GRB090926B	370791	0.00E+00	152	 CPL	7.12E-06	7.12334E-06
GRB090904B	361831	1.27E-05	80	 PL	0	0.0000127
GRB090904A	361830	3.01E-06	156.9	 PL	0	0.00000301
GRB090831C	361489	3.80E-07	80.77	 PL	0	0.00000038
GRB090815C	360068	4.44E-08	0.704	 PL	0	4.44E-08
GRB090814A	359951	1.25E-06	87.33	 PL	0	0.00000125
GRB090809A	359530	3.65E-07	9.968	 PL	0	0.000000365
GRB090715B	357512	5.65E-06	304	 PL	0	0.00000565
GRB090715A	357498	9.54E-07	64	 PL	0	0.000000954
GRB090709B	356912	1.47E-06	33.17	 PL	0	0.00000147
GRB090709A	356890	2.53E-05	168.8	 PL	0	0.0000253
GRB090621A	355303	2.93E-06	272.8	 PL	0	0.00000293
GRB090531B	353728	6.13E-07	55.88	 PL	0	0.000000613
GRB090531A	353627	0.00E+00	60.15	 CPL	1.54E-06	1.53981E-06
GRB090529A	353540	1.04E-06	79.88	 PL	0	0.00000104
GRB090516A	352190	9.21E-06	233.3	 PL	0	0.00000921
GRB090429B	350854	0.00E+00	6.94	 CPL	3.29E-07	3.2898E-07
GRB090429A	350853	1.09E-06	217	 PL	0	0.00000109
GRB090418B	90078001	1.65E-05	89	 PL	0	0.0000165
GRB090418A	349510	4.66E-06	69.41	 PL	0	0.00000466
GRB090417B	349450	2.18E-06	309.4	 PL	0	0.00000218
GRB090401B	348152	1.07E-05	326.3	 PL	0	0.0000107
GRB090401A	348128	1.12E-05	177	 PL	0	0.0000112
GRB090309A	345945	1.37E-07	3	 PL	0	0.000000137
GRB090308A	345777	2.21E-07	28.76	 PL	0	0.000000221
GRB090307A	345551	2.67E-07	24	 PL	0	0.000000267
GRB090306B	31369001	3.24E-06	26	 PL	0	0.00000324
GRB090305A	345127	9.08E-08	0.624	 PL	0	9.08E-08
GRB090301A	344582	2.41E-05	90.14	 PL	0	0.0000241
GRB090107A	339295	2.30E-07	12.59	 PL	0	0.00000023
GRB081226A	338177	9.11E-08	0.504	 PL	0	9.11E-08
GRB081211B	90053089	4.34E-07	70.4	 PL	0	0.000000434
GRB081211A	337115	1.30E-07	3.832	 PL	0	0.00000013
GRB081203B	336489000	2.78E-06	113.2	 PL	0	0.00000278
GRB081203A	336489	7.83E-06	474	 PL	0	0.00000783
GRB081028A	332851	3.95E-06	367.7	 PL	0	0.00000395
GRB081016B	331856	1.08E-07	2.976	 PL	0	0.000000108
GRB080916B	324907	6.38E-07	38.33	 PL	0	0.000000638
GRB080916A	324895	0.00E+00	91.04	 CPL	4.22E-06	4.21844E-06
GRB080915A	324744	2.91E-07	29.39	 PL	0	0.000000291
GRB080905B	323898	1.81E-06	150.4	 PL	0	0.00000181
GRB080905A	323870	1.41E-07	1.088	 PL	0	0.000000141
GRB080727C	318170	0.00E+00	113.5	 CPL	5.30E-06	5.30232E-06
GRB080727B	318101	3.20E-06	9.74	 PL	0	0.0000032
GRB080727A	318094	1.34E-07	5.328	 PL	0	0.000000134
GRB080702B	315630003	5.19E-07	18.29	 PL	0	0.000000519
GRB080702A	315710	3.80E-08	0.576	 PL	0	0.000000038
GRB080613B	313954	5.72E-06	135.1	 PL	0	0.00000572
GRB080603B	313087	0.00E+00	68.37	 CPL	2.46E-06	2.46437E-06
GRB080413B	309111	3.36E-06	12	 PL	0	0.00000336
GRB080319D	306793	3.23E-07	29.49	 PL	0	0.000000323
GRB080319C	306778	3.51E-06	43.75	 PL	0	0.00000351
GRB080319B	306757	8.55E-05	248	 PL	0	0.0000855
GRB080319A	306754	4.45E-06	49.38	 PL	0	0.00000445
GRB080229A	304379	9.10E-06	96	 PL	0	0.0000091
GRB080218B	303631	6.17E-07	7.424	 PL	0	0.000000617
GRB080218A	303609	6.19E-07	25.1	 PL	0	0.000000619
GRB071028A	295527	3.00E-07	29.64	 PL	0	0.0000003
GRB071010B	293795	4.62E-06	59.57	 PL	0	0.00000462
GRB071010A	293707	2.02E-07	7.02	 PL	0	0.000000202
GRB070920B	291728	0.00E+00	27.47	 CPL	6.95E-07	6.94942E-07
GRB070920A	291614	5.15E-07	59.64	 PL	0	0.000000515
GRB070810B	287409	1.64E-08	0.084	 PL	0	1.64E-08
GRB070724A	285948	3.09E-08	0.488	 PL	0	3.09E-08
GRB070721B	285654	3.56E-06	366.6	 PL	0	0.00000356
GRB070721A	285653	7.30E-08	3.568	 PL	0	0.000000073
GRB070714B	284856	7.39E-07	75.43	 PL	0	0.000000739
GRB070714A	284850	1.55E-07	3	 PL	0	0.000000155
GRB070612B	282073	1.82E-06	24	 PL	0	0.00000182
GRB070612A	282066	1.08E-05	422.6	 PL	0	0.0000108
GRB070520B	279898	1.07E-06	112	 PL	0	0.00000107
GRB070429B	277582	6.52E-08	0.536	 PL	0	6.52E-08
GRB070429A	277571	9.36E-07	194	 PL	0	0.000000936
GRB070419B	276212	7.44E-06	324.1	 PL	0	0.00000744
GRB070419A	276205	6.67E-07	192	 PL	0	0.000000667
GRB061222B	252593	2.27E-06	49.78	 PL	0	0.00000227
GRB061222A	252588	8.51E-06	216	 PL	0	0.00000851
GRB061110B	238174	1.35E-06	149.2	 PL	0	0.00000135
GRB061110A	238108	1.13E-06	53.68	 PL	0	0.00000113
GRB060923C	230711	1.57E-06	79.79	 PL	0	0.00000157
GRB060923B	230702	4.90E-07	9.956	 PL	0	0.00000049
GRB060912A	229185	1.36E-06	6.676	 PL	0	0.00000136
GRB060904B	228006	1.71E-06	214.2	 PL	0	0.00000171
GRB060904A	227996	7.83E-06	133.6	 PL	0	0.00000783
GRB060805A	222683	7.31E-08	5.744	 PL	0	7.31E-08
GRB060607B	213934	1.65E-06	37.85	 PL	0	0.00000165
GRB060607A	213823	2.57E-06	125.9	 PL	0	0.00000257
GRB060602A	213180	1.61E-06	82.62	 PL	0	0.00000161
GRB060510B	209352	3.98E-06	300.4	 PL	0	0.00000398
GRB060502B	208275	4.92E-08	0.176	 PL	0	4.92E-08
GRB060502A	208169	2.33E-06	44.63	 PL	0	0.00000233
GRB060428B	207399	8.44E-07	128	 PL	0	0.000000844
GRB060428A	207364	1.40E-06	49.77	 PL	0	0.0000014
GRB060223B	192152	1.60E-06	12.52	 PL	0	0.0000016
GRB060223A	192059	6.74E-07	12.96	 PL	0	0.000000674
