## GRBname 	 Trig_ID 	 15_150kev 	 Exposure_time 	bestmodel
GRB130608A	557771	8.78E-07	156.9	 PL
GRB130606A	557589	2.70E-06	298.3	 PL
GRB130605A	557508	2.18E-06	13.82	 N/A
GRB130604A	557354	1.57E-06	96.21	 PL
GRB130603B	557310	6.24E-07	0.252	 PL
GRB130603A	557274	1.76E-06	125.8	 PL
GRB130529A	556930	1.20E-06	110.3	 PL
GRB130528A	556870	5.63E-06	720	 PL
GRB130527A	556753	1.33E-05	176	 PL
GRB130521A	556344	 N/A 	13.28	 PL
GRB130518B	556105	5.75E-07	6.479	 PL
GRB130518A	556113	 N/A 	 N/A 	 N/A
GRB130515A	555880	7.32E-09	0.368	 N/A
GRB130514A	555821	8.91E-06	280.7	 PL
GRB130511A	555600	1.74E-07	2.904	 PL
GRB130508A	555413	5.60E-07	48.58	 PL
GRB130505A	555163	3.52E-06	339.7	 PL
GRB130504A	555096	1.13E-06	130.7	 N/A
GRB130502A	554996	4.26E-07	10.4	 PL
GRB130427B	554635	1.40E-06	30.11	 PL
GRB130427A	554620	3.73E-04	711.2	 PL
GRB130420B	553996	6.57E-07	20.66	 CPL
GRB130420A	553977	 N/A 	203.1	 PL
GRB130419A	553918	8.21E-07	139.4	 PL
GRB130418A	553847	1.62E-06	313.1	 PL
GRB130408A	553132	1.67E-06	4.656	 PL
GRB130327A	552063	2.27E-07	8.04	 PL
GRB130315A	551126	4.39E-06	266.4	 PL
GRB130313A	550906	1.83E-08	0.204	 PL
GRB130306A	550457	2.93E-05	313.6	 PL
GRB130305A	550329	 N/A 	 N/A 	 N/A
GRB130216B	548918	 N/A 	10.01	 PL
GRB130216A	548927	2.97E-06	10.47	 CPL
GRB130215A	548760	5.29E-06	79.55	 PL
GRB130211A	548276	6.42E-07	35.72	 PL
GRB130206A	547918	1.98E-06	156	 PL
GRB130131B	547420	3.40E-07	4.648	 PL
GRB130131A	547407	2.87E-07	53.02	 PL
GRB130122A	546731	8.40E-07	89.09	 N/A
GRB130102A	544784	7.83E-07	169	 PL
GRB121229A	544347	7.75E-07	146.5	 PL
GRB121226A	544027	8.38E-08	1.16	 PL
GRB121217A	542441	6.16E-06	801.5	 PL
GRB121212A	541371	1.27E-07	8.112	 PL
GRB121211A	541200	1.16E-06	197.1	 PL
GRB121209A	540964	2.83E-06	46.88	 PL
GRB121202A	540255	1.06E-06	21.19	 CPL
GRB121201A	540178	7.16E-07	46	 PL
GRB121128A	539866	5.83E-06	41.69	 CPL
GRB121125A	539563	4.60E-06	86.82	 PL
GRB121123A	539358	1.24E-05	425.5	 CPL
GRB121117A	538696	1.03E-06	29.6	 PL
GRB121108A	537921	8.28E-07	138.2	 N/A
GRB121102A	537266	2.02E-06	75.21	 PL
GRB121031A	537195	7.89E-06	307.3	 PL
GRB121028A	536897	3.27E-07	3.284	 PL
GRB121027A	536831	1.95E-06	144.7	 PL
GRB121024A	536580	1.11E-06	82.37	 PL
GRB121017A	536172	6.27E-07	5.28	 PL
GRB121014A	535960	1.07E-06	80	 PL
GRB121011A	535764	2.26E-06	117	 PL
GRB121001A	535026	1.70E-06	170.7	 N/A
GRB120927A	534815	2.31E-06	69.07	 CPL
GRB120923A	534402	3.22E-07	29.57	 PL
GRB120922A	534394	5.31E-06	238.3	 PL
GRB120918A	534015	2.98E-06	26.78	 CPL
GRB120913B	533613	1.10E-05	162.5	 PL
GRB120913A	533568	8.36E-07	40.52	 PL
GRB120911A	533268	9.97E-07	25.72	 PL
GRB120909A	533060	7.45E-06	598.2	 PL
GRB120907A	532871	5.41E-07	6.96	 PL
GRB120819A	531428	1.30E-06	78.59	 PL
GRB120817B	531259	 N/A 	 N/A 	 N/A
GRB120817A	531267	6.95E-07	33.02	 PL
GRB120816A	531223	 N/A 	4.784	 PL
GRB120815A	531003	 N/A 	12.21	 PL
GRB120811C	530689	2.84E-06	41.06	 CPL
GRB120811A	530581	7.53E-07	36.38	 PL
GRB120807A	530267	2.96E-07	24.4	 PL
GRB120805A	530031	7.86E-07	48	 PL
GRB120804A	529686	8.66E-07	0.996	 PL
GRB120803B	529606	1.84E-06	54.73	 CPL
GRB120803A	529582	2.82E-07	9.992	 PL
GRB120802A	529486	1.64E-06	63.63	 CPL
GRB120729A	529095	2.51E-06	144.9	 PL
GRB120728A	529021	2.34E-06	24.18	 PL
GRB120724A	528443	8.01E-07	98.63	 PL
GRB120722A	528195	1.24E-06	42.94	 PL
GRB120714B	526642	1.15E-06	175.4	 PL
GRB120714A	526593	8.51E-07	24	 PL
GRB120712A	526351	1.80E-06	21.1	 PL
GRB120711B	526270	5.22E-07	63.49	 PL
GRB120703A	525671	3.76E-06	77.1	 PL
GRB120701A	525477	1.61E-07	15.37	 PL
GRB120630A	525451	6.00E-08	0.64	 PL
GRB120624B	525068	2.96E-05	207.9	 PL
GRB120612A	524128	1.22E-06	108.4	 PL
GRB120521C	522656	1.17E-06	32.9	 PL
GRB120521B	522586	1.95E-06	169.7	 PL
GRB120521A	522578	7.52E-08	0.576	 PL
GRB120514A	522197	2.77E-06	174.3	 PL
GRB120422A	520658	3.01E-07	62.4	 PL
GRB120404A	519380	1.57E-06	45.76	 N/A
GRB120403B	519256	2.00E-07	8.288	 PL
GRB120403A	519211	9.97E-08	1.592	 PL
GRB120401A	519043	8.74E-07	145.7	 PL
GRB120328A	518792	4.25E-07	37.81	 N/A
GRB120327A	518731	3.53E-06	90.36	 PL
GRB120326A	518626	2.52E-06	90.58	 CPL
GRB120324A	518507	1.01E-05	293	 PL
GRB120320A	518200	5.53E-07	29.87	 CPL
GRB120312A	517566	5.48E-07	17.34	 PL
GRB120311B	517489	1.05E-06	37.7	 PL
GRB120311A	517469	 N/A 	4.604	 PL
GRB120308A	517234	1.09E-06	82.96	 PL
GRB120305A	516997	1.94E-07	0.128	 PL
GRB120302A	516694	3.67E-07	8.247	 PL
GRB120229A	516571	3.97E-08	0.276	 PL
GRB120224A	515976	 N/A 	8	 PL
GRB120219A	515375	5.65E-07	98.19	 PL
GRB120218A	515277	 N/A 	 N/A 	 N/A
GRB120215A	515015	2.45E-07	9.976	 PL
GRB120213A	514767	 N/A 	80.77	 PL
GRB120212A	514709	 N/A 	6	 PL
GRB120211A	514586	8.06E-07	73.98	 PL
GRB120121A	512164	1.07E-06	30.78	 CPL
GRB120119A	512035	1.70E-05	227	 PL
GRB120118B	512003	1.67E-06	29.4	 PL
GRB120116A	511866	2.88E-06	60.01	 CPL
GRB120114A	511739	7.69E-07	8.101	 PL
GRB120106A	511235	9.71E-07	68.92	 PL
GRB120102A	510922	4.33E-06	53.17	 PL
GRB111229A	510736	2.94E-07	27.23	 PL
GRB111228A	510649	8.06E-06	128.2	 PL
GRB111225A	510341	1.19E-06	121.3	 PL
GRB111215A	509717	2.61E-06	409.4	 PL
GRB111212A	509543	1.31E-06	68.42	 PL
GRB111210A	509419	1.61E-07	2.688	 PL
GRB111209A	509337	3.64E-05	979.7	 PL
GRB111208A	509285	9.30E-07	10.08	 PL
GRB111207A	509245	1.68E-07	10.09	 PL
GRB111204A	509018	4.70E-07	48	 PL
GRB111201A	508800	2.93E-07	9.498	 PL
GRB111129A	508712	1.72E-07	8.984	 PL
GRB111126A	48079001	6.73E-08	0.712	 PL
GRB111123A	508319	7.16E-06	490	 PL
GRB111121A	508161	2.15E-06	138.6	 N/A
GRB111117A	507901	1.43E-07	0.496	 PL
GRB111109A	507342	2.21E-07	14	 PL
GRB111107A	507185	9.18E-07	37.55	 PL
GRB111103B	506903	7.93E-06	257.3	 PL
GRB111103A	506902	1.37E-06	12.56	 PL
GRB111029A	506519	3.73E-07	8.472	 PL
GRB111026A	506291	1.57E-07	4.132	 PL
GRB111022B	506074	8.85E-07	106.8	 PL
GRB111022A	506070	1.92E-06	35.28	 CPL
GRB111020A	505926	6.36E-08	0.432	 PL
GRB111018A	505801	3.63E-07	41.38	 PL
GRB111016A	505646	3.91E-06	583.1	 PL
GRB111008A	505054	5.15E-06	71.42	 PL
GRB111005A	504779	 N/A 	28.1	 N/A
GRB110928A	504215	7.01E-07	28.96	 PL
GRB110921A	503652	2.16E-06	37.61	 PL
GRB110915A	503219	5.70E-06	104.7	 CPL
GRB110827A	501520	1.76E-07	9.172	 N/A
GRB110820A	501095	8.22E-07	274.4	 PL
GRB110818A	500914	3.96E-06	131.6	 N/A
GRB110808A	458918	3.36E-07	45.04	 PL
GRB110801A	458521	4.45E-06	409.1	 N/A
GRB110731A	458448	5.98E-06	81.33	 PL
GRB110726A	458059	2.18E-07	5.876	 N/A
GRB110719A	457553	1.85E-06	56.08	 PL
GRB110715A	457330	8.78E-06	24	 N/A
GRB110709B	456967	2.32E-05	881.6	 PL
GRB110709A	456939	9.97E-06	60.77	 PL
GRB110625A	456073	2.79E-05	146.5	 PL
GRB110610A	455155	4.81E-06	70.49	 N/A
GRB110604A	454779	 N/A 	 N/A 	 N/A
GRB110530A	454473	4.14E-07	66.24	 PL
GRB110521A	453788	6.77E-07	108	 PL
GRB110520A	453747	1.14E-06	27.65	 PL
GRB110519A	453628	 N/A 	41.91	 PL
GRB110503A	452685	1.12E-05	210.2	 PL
GRB110422A	451901	3.83E-05	47.92	 CPL
GRB110420B	451794	5.27E-08	0.104	 N/A
GRB110420A	451757	6.40E-06	21.92	 PL
GRB110414A	451343	3.50E-06	171.3	 PL
GRB110412A	451191	1.66E-06	27.23	 PL
GRB110411A	451165	3.30E-06	103.2	 CPL
GRB110407A	450884	1.72E-06	181.4	 CPL
GRB110402A	450545	3.19E-06	62.91	 PL
GRB110319B	449578001	1.35E-06	35.7	 PL
GRB110319A	449578	1.43E-06	31.32	 N/A
GRB110318B	449549	2.65E-07	5.38	 PL
GRB110318A	449542	4.93E-06	23.59	 CPL
GRB110315A	449399	4.04E-06	105.6	 PL
GRB110312A	449074	7.36E-07	40.05	 PL
GRB110305A	448229	7.81E-07	13	 PL
GRB110223B	446677	6.17E-07	65.1	 PL
GRB110223A	446674	1.52E-07	8	 PL
GRB110213A	445414	6.00E-06	64	 PL
GRB110212A	445321	2.39E-07	4.352	 CPL
GRB110210A	445141	8.75E-07	210.9	 PL
GRB110208A	445038	2.11E-07	19.07	 PL
GRB110207A	444912	1.51E-06	95.88	 N/A
GRB110205A	444643	1.57E-05	507.4	 PL
GRB110201A	444230	7.06E-07	17.28	 N/A
GRB110128A	443861	5.76E-07	16.56	 PL
GRB110119A	442978	7.21E-06	326	 PL
GRB110112A	442039	2.64E-08	0.576	 PL
GRB110107A	90978002	5.56E-06	86	 PL
GRB110106B	441676	2.02E-06	53.95	 PL
GRB110106A	441664	2.33E-07	3	 PL
GRB110102A	441454	1.59E-05	353.8	 PL
GRB101225A	441015	1.98E-06	1142	 PL
GRB101224A	440955	5.80E-08	0.272	 N/A
GRB101219B	440635	2.37E-06	49.15	 PL
GRB101219A	440606	4.36E-07	1.124	 N/A
GRB101213A	440285	4.99E-06	200	 PL
GRB101204A	439806	 N/A 	 N/A 	 N/A
GRB101201A	439596	 N/A 	 N/A 	 N/A
GRB101129A	439471	1.30E-07	0.624	 N/A
GRB101117B	438675	1.07E-06	8.276	 PL
GRB101114A	438392	4.44E-07	3.501	 PL
GRB101030A	437408	2.99E-06	124.2	 PL
GRB101024A	437016	1.45E-06	20.38	 CPL
GRB101023A	436981	2.59E-05	149.6	 CPL
GRB101020A	436737	2.43E-06	208.6	 PL
GRB101017A	436429	1.75E-05	136.1	 PL
GRB101011A	436094	1.39E-06	87.45	 PL
GRB101008A	435903	1.16E-06	109.2	 PL
GRB100928A	435160	3.80E-07	4.72	 PL
GRB100924A	434843	7.91E-06	89	 PL
GRB100917A	434360	8.60E-07	68.44	 PL
GRB100915A	434178	1.50E-06	222.1	 PL
GRB100906A	433509	1.19E-05	130.7	 PL
GRB100905A	433442	1.66E-07	3.78	 PL
GRB100904A	433273	1.26E-06	38.08	 PL
GRB100902A	433160	3.22E-06	459.1	 PL
GRB100901A	433065	1.95E-06	460.8	 PL
GRB100823A	432420	3.94E-07	20.58	 PL
GRB100816A	431764	1.95E-06	5.228	 CPL
GRB100814A	431605	8.78E-06	247.8	 PL
GRB100807A	431128	 N/A 	9.216	 PL
GRB100805A	430957	4.87E-07	18.46	 PL
GRB100802A	430603	3.32E-06	535.1	 PL
GRB100728B	430172	1.65E-06	14.94	 PL
GRB100728A	430151	1.09E-05	412.6	 PL
GRB100727A	430094	1.16E-06	104.4	 N/A
GRB100725B	429969	6.54E-06	230.1	 PL
GRB100725A	429954	2.08E-06	174.2	 PL
GRB100724A	429868	1.41E-07	1.564	 PL
GRB100719A	429357	5.32E-07	39	 PL
GRB100704A	426722	5.82E-06	264.6	 PL
GRB100702A	426438	1.39E-07	0.512	 PL
GRB100628A	426114	6.47E-09	0.04	 N/A
GRB100625A	425647	2.32E-07	0.396	 N/A
GRB100621A	425151	2.04E-05	210.4	 PL
GRB100619A	424998	4.39E-06	109.5	 PL
GRB100615A	424733	4.82E-06	47.45	 PL
GRB100614A	424716	2.61E-06	291	 N/A
GRB100606A	424031	5.64E-06	83.19	 PL
GRB100526B	423184	5.22E-07	74	 PL
GRB100526A	423181	2.31E-06	114	 PL
GRB100522A	422783	1.99E-06	64	 PL
GRB100514A	421962	3.64E-07	29.98	 PL
GRB100513A	421814	1.42E-06	105	 PL
GRB100508A	421386	7.34E-07	59.91	 PL
GRB100504A	421124	2.32E-06	112.2	 PL
GRB100427A	420547	2.36E-07	8.064	 PL
GRB100425A	420398	4.61E-07	41.49	 PL
GRB100424A	420367	1.48E-06	125	 PL
GRB100423A	420247	8.82E-06	96.62	 PL
GRB100420A	419932	4.45E-07	69.35	 PL
GRB100418A	419797	 N/A 	9.416	 PL
GRB100413B	419380	3.76E-07	8.449	 N/A
GRB100413A	419404	6.22E-06	226.5	 PL
GRB100401A	417974	 N/A 	3	 PL
GRB100324A	416945	6.78E-08	6.4	 PL
GRB100322B	416771	 N/A 	1	 PL
GRB100316D	416135	3.21E-06	953.7	 PL
GRB100316C	416115	1.82E-07	9.932	 PL
GRB100316B	416103	 N/A 	4.396	 PL
GRB100316A	416076	8.10E-07	7.968	 PL
GRB100305A	414905	1.58E-06	87.36	 PL
GRB100302A	414592	3.07E-07	19.65	 PL
GRB100224A	413805	3.36E-08	0.484	 N/A
GRB100219A	412982	4.50E-07	39.03	 N/A
GRB100216A	412522	2.86E-08	0.272	 PL
GRB100213B	412220	1.22E-06	117.2	 PL
GRB100213A	412217	2.61E-07	2.552	 PL
GRB100212A	412081	1.02E-06	178.2	 PL
GRB100206A	411412	1.39E-07	0.132	 PL
GRB100205A	411248	3.56E-07	29.86	 PL
GRB100203A	411011	2.45E-07	9.67	 PL
GRB100119A	383063	1.38E-05	31.21	 N/A
GRB100117A	382941	9.26E-08	0.324	 PL
GRB100115A	377179049	 N/A 	 N/A 	 N/A
GRB100111A	382399	6.74E-07	18	 PL
GRB091221 	380311	5.66E-06	84.67	#N/A
GRB091208B	378559	3.16E-06	19.5	 PL
GRB091208A	378554	1.81E-06	96	 PL
GRB091130B	377487	1.37E-06	156	 PL
GRB091127 	377179	 N/A 	7.568	#N/A
GRB091117 	376211	2.48E-07	0.96	#N/A
GRB091112 	375659	2.09E-06	25.24	#N/A
GRB091109B	375409	1.93E-07	0.336	 PL
GRB091109A	375246	1.65E-06	52.59	 PL
GRB091104 	374875	7.11E-07	122	#N/A
GRB091102 	374598	5.18E-07	7.412	#N/A
GRB091029 	374210	2.41E-06	61.97	#N/A
GRB091026 	373871	2.01E-06	220	#N/A
GRB091024 	373674	6.00E-06	150.2	#N/A
GRB091020 	373458	3.78E-06	56.74	#N/A
GRB091018 	373172	 N/A 	8.016	#N/A
GRB090929B	371050	5.70E-06	380.7	 PL
GRB090929A	75259002	2.18E-06	52.13	 PL
GRB090927 	370846	 N/A 	2.416	#N/A
GRB090926B	370791	7.12E-06	152	 CPL
GRB090916 	362818	9.38E-07	68.56	#N/A
GRB090915 	362785	7.27E-07	7.824	#N/A
GRB090912 	362633	4.48E-06	162.1	#N/A
GRB090904B	361831	1.28E-05	80	 PL
GRB090904A	361830	2.90E-06	156.9	 PL
GRB090831C	361489	3.83E-07	80.77	 PL
GRB090827 	361029	 N/A 	 N/A 	#N/A
GRB090823 	36390005	1.93E-07	16	#N/A
GRB090815C	360068	4.27E-08	0.704	 PL
GRB090814A	359951	1.16E-06	87.33	 PL
GRB090813 	359884	1.33E-06	8.128	#N/A
GRB090812 	359711	5.77E-06	119.3	#N/A
GRB090809A	359530	3.58E-07	9.968	 PL
GRB090807A	359378	2.00E-06	160.9	 N/A
GRB090728 	358574	1.06E-06	80	#N/A
GRB090727 	358520	1.38E-06	320.2	#N/A
GRB090726 	358422	7.87E-07	65.44	#N/A
GRB090720A	357811	 N/A 	 N/A 	 N/A
GRB090715B	357512	5.67E-06	304	 PL
GRB090715A	357498	9.57E-07	64	 PL
GRB090712 	357072	3.86E-06	272.6	#N/A
GRB090709B	356912	1.41E-06	33.17	 PL
GRB090709A	356890	2.52E-05	168.8	 PL
GRB090708 	356776	4.73E-07	9.38	#N/A
GRB090628 	355942	7.06E-07	29.08	#N/A
GRB090621B	355359	7.35E-08	0.172	 N/A
GRB090621A	355303	2.83E-06	272.8	 PL
GRB090618 	355083	1.09E-04	218.6	#N/A
GRB090607 	354299	1.14E-07	2.428	#N/A
GRB090531B	353728	6.19E-07	55.88	 PL
GRB090531A	353627	1.54E-06	60.15	 CPL
GRB090530 	353567	1.05E-06	48.55	#N/A
GRB090529A	353540	9.34E-07	79.88	 PL
GRB090520 	352671	3.07E-07	9.049	#N/A
GRB090519 	352648	1.19E-06	67.29	#N/A
GRB090518 	352420	6.65E-07	95.81	#N/A
GRB090516A	352190	9.28E-06	233.3	 PL
GRB090515 	352108	2.21E-08	0.048	#N/A
GRB090510 	351588	6.19E-07	6.352	#N/A
GRB090509 	351525	3.20E-06	361.1	#N/A
GRB090429B	350854	3.29E-07	6.94	 CPL
GRB090429A	350853	1.10E-06	217	 PL
GRB090426 	350479	1.76E-07	1.372	#N/A
GRB090424 	350311	2.18E-05	103.2	#N/A
GRB090423 	350184	6.24E-07	12.41	#N/A
GRB090422 	349931	1.59E-07	8.888	#N/A
GRB090419 	349592	2.69E-06	527.4	#N/A
GRB090418B	90078001	1.64E-05	89	 PL
GRB090418A	349510	4.68E-06	69.41	 PL
GRB090417B	349450	1.91E-06	309.4	 PL
GRB090417A	349447	2.23E-08	0.084	 N/A
GRB090410 	348929	5.82E-06	188.7	#N/A
GRB090407 	348650	1.15E-06	347	#N/A
GRB090404 	348428	3.01E-06	129.8	#N/A
GRB090401B	348152	1.07E-05	326.3	 PL
GRB090401A	348128	1.11E-05	177	 PL
GRB090313 	346386	1.47E-06	96.06	#N/A
GRB090309A	345945	1.38E-07	3	 PL
GRB090308A	345777	1.99E-07	28.76	 PL
GRB090307A	345551	2.58E-07	24	 PL
GRB090306B	31369001	3.19E-06	26	 PL
GRB090305A	345127	9.01E-08	0.624	 PL
GRB090301A	344582	2.41E-05	90.14	 PL
GRB090205 	342121	1.74E-07	9.544	#N/A
GRB090201 	341749	2.89E-05	86.14	#N/A
GRB090129 	341504	 N/A 	26.93	#N/A
GRB090123 	340895	2.93E-06	172.7	#N/A
GRB090118 	31292054	4.78E-07	15.24	#N/A
GRB090113 	339852	7.73E-07	10.87	#N/A
GRB090111 	339696	6.30E-07	28.92	#N/A
GRB090107A	339295	1.89E-07	12.59	 PL
GRB090102 	338895	7.04E-06	37.01	#N/A
GRB081230 	338633	8.21E-07	76.86	#N/A
GRB081228 	338338	 N/A 	3	#N/A
GRB081226A	338177	9.03E-08	0.504	 PL
GRB081222 	337914	5.16E-06	65	#N/A
GRB081221 	337889	1.89E-05	112.6	#N/A
GRB081211B	90053089	4.37E-07	70.4	 PL
GRB081211A	337115	 N/A 	3.832	 PL
GRB081210 	337073	1.86E-06	155.8	#N/A
GRB081203B	336489000	1.84E-06	113.2	 PL
GRB081203A	336489	7.84E-06	474	 PL
GRB081128 	335895	2.34E-06	131.6	#N/A
GRB081127 	335715	3.84E-07	19.25	#N/A
GRB081126 	335647	3.42E-06	78.44	#N/A
GRB081121 	335105	5.05E-06	19.76	#N/A
GRB081118 	334877	1.13E-06	69.95	#N/A
GRB081109A	334112	3.94E-06	380.5	 N/A
GRB081105A	333811	 N/A 	 N/A 	 N/A
GRB081104 	333666	2.03E-06	81	#N/A
GRB081102 	333427	2.22E-06	65.89	#N/A
GRB081101 	333320	6.80E-08	0.22	#N/A
GRB081029 	332931	2.10E-06	306.5	#N/A
GRB081028A	332851	3.80E-06	367.7	 PL
GRB081025 	35650186	1.88E-06	25.17	#N/A
GRB081024A	332516	1.28E-07	1.924	 N/A
GRB081022 	332399	2.51E-06	218.7	#N/A
GRB081017 	331964	1.42E-06	318.4	#N/A
GRB081016B	331856	1.09E-07	2.976	 PL
GRB081012 	331475	1.10E-06	32.78	#N/A
GRB081011 	331332	2.05E-07	18.24	#N/A
GRB081008 	331093	4.15E-06	261.8	#N/A
GRB081007 	330856	 N/A 	15.49	#N/A
GRB080928 	326115	2.46E-06	266.7	#N/A
GRB080919 	325268	7.34E-08	0.668	#N/A
GRB080916B	324907	6.03E-07	38.33	 PL
GRB080916A	324895	4.22E-06	91.04	 CPL
GRB080915B	324805	 N/A 	6.68	 N/A
GRB080915A	324744	2.80E-07	29.39	 PL
GRB080913 	324561	5.54E-07	8.328	#N/A
GRB080906 	323984	3.61E-06	214.6	#N/A
GRB080905B	323898	1.80E-06	150.4	 PL
GRB080905A	323870	1.40E-07	1.088	 PL
GRB080903 	323542	1.19E-06	78.55	#N/A
GRB080822B	321376	1.68E-07	64	 N/A
GRB080810 	319584	4.68E-06	127	#N/A
GRB080805 	319036	2.67E-06	138	#N/A
GRB080804 	319016	3.79E-06	113.2	#N/A
GRB080802 	318832	1.23E-06	206.3	#N/A
GRB080727C	318170	5.30E-06	113.5	 CPL
GRB080727B	318101	3.18E-06	9.74	 PL
GRB080727A	318094	1.30E-07	5.328	 PL
GRB080725 	317888	3.84E-06	155.5	#N/A
GRB080723A	317662	3.31E-07	18.94	 N/A
GRB080721 	317508	1.55E-05	370.4	#N/A
GRB080714 	316910	2.52E-06	36.02	#N/A
GRB080710 	316534	1.54E-06	162.8	#N/A
GRB080707 	316204	6.29E-07	33.09	#N/A
GRB080703 	315819	1.90E-07	3.912	#N/A
GRB080702B	315630003	5.15E-07	18.29	 PL
GRB080702A	315710	3.69E-08	0.576	 PL
GRB080701 	315615	7.00E-07	25.19	#N/A
GRB080623 	315080	1.06E-06	16.64	#N/A
GRB080613B	313954	5.75E-06	135.1	 PL
GRB080607 	313417	2.47E-05	161.8	#N/A
GRB080605 	313299	1.34E-05	28.11	#N/A
GRB080604 	313116	7.44E-07	86.87	#N/A
GRB080603B	313087	2.46E-06	68.37	 CPL
GRB080602 	312958	3.19E-06	80.73	#N/A
GRB080524 	312277	2.45E-07	6.4	#N/A
GRB080523 	312242	7.24E-07	48	#N/A
GRB080520 	312047	 N/A 	3.636	#N/A
GRB080517 	311874	5.57E-07	69.15	#N/A
GRB080516 	311762	2.61E-07	5.972	#N/A
GRB080515 	311658	 N/A 	27.73	#N/A
GRB080506 	311159	1.30E-06	169.8	#N/A
GRB080503 	310785	1.99E-06	224	#N/A
GRB080430 	310613	1.19E-06	17.66	#N/A
GRB080426 	310219	3.69E-07	2.236	#N/A
GRB080413B	309111	 N/A 	12	 PL
GRB080413A	309096	3.49E-06	50.42	 N/A
GRB080411 	309010	2.65E-05	77.55	#N/A
GRB080409 	308812	5.61E-07	23.51	#N/A
GRB080405 	308549	1.36E-06	9.471	#N/A
GRB080330 	308041	2.13E-07	62.67	#N/A
GRB080328 	307931	9.57E-06	122.9	#N/A
GRB080325 	307604	5.04E-06	203.4	#N/A
GRB080320 	306858	2.80E-07	15.52	#N/A
GRB080319D	306793	2.35E-07	29.49	 PL
GRB080319C	306778	3.45E-06	43.75	 PL
GRB080319B	306757	8.55E-05	248	 PL
GRB080319A	306754	4.41E-06	49.38	 PL
GRB080315 	306323	1.01E-07	64	#N/A
GRB080310 	305288	2.26E-06	390.2	#N/A
GRB080307 	305011	9.44E-07	141	#N/A
GRB080303 	304549	6.74E-07	73.79	#N/A
GRB080229A	304379	9.13E-06	96	 PL
GRB080218B	303631	 N/A 	7.424	 PL
GRB080218A	303609	 N/A 	25.1	 PL
GRB080212 	303105	3.01E-06	140.3	#N/A
GRB080210 	302888	1.82E-06	60.29	#N/A
GRB080207 	302728	6.23E-06	327.7	#N/A
GRB080205 	302506	2.00E-06	115.5	#N/A
GRB080130 	74372007	8.08E-07	67.2	#N/A
GRB080129 	301981	8.40E-07	55.89	#N/A
GRB080123 	301578	5.52E-07	121.1	#N/A
GRB080121 	301491	3.23E-08	0.496	#N/A
GRB071227 	299787	4.04E-07	150.7	#N/A
GRB071129 	297628	3.52E-06	470.7	#N/A
GRB071122 	297114	6.07E-07	85.1	#N/A
GRB071118 	296856	6.33E-07	119	#N/A
GRB071117 	296805	2.42E-06	14.32	#N/A
GRB071112C	296504	 N/A 	 N/A 	 N/A
GRB071112B	296503	4.65E-08	0.32	 N/A
GRB071101 	295779	6.14E-08	5.176	#N/A
GRB071031 	295670	6.43E-07	197	#N/A
GRB071028B	295492	 N/A 	 N/A 	 N/A
GRB071028A	295527	2.66E-07	29.64	 PL
GRB071025 	295301	7.28E-06	398.8	#N/A
GRB071021 	294974	1.37E-06	284.3	#N/A
GRB071020 	294835	2.34E-06	10.58	#N/A
GRB071018 	294645	1.06E-06	296.2	#N/A
GRB071013 	294120	2.50E-07	77.95	#N/A
GRB071011 	293924	2.37E-06	87.12	#N/A
GRB071010C	293804	 N/A 	 N/A 	 N/A
GRB071010B	293795	 N/A 	59.57	 PL
GRB071010A	293707	 N/A 	7.02	 PL
GRB071008 	293587	2.25E-07	24.58	#N/A
GRB071006 	293250	 N/A 	 N/A 	#N/A
GRB071003 	292934	8.38E-06	175.2	#N/A
GRB071001 	292826	7.60E-07	61.84	#N/A
GRB070923 	292004	 N/A 	0.044	#N/A
GRB070920B	291728	6.95E-07	27.47	 CPL
GRB070920A	291614	4.92E-07	59.64	 PL
GRB070917 	291292	1.24E-06	15.23	#N/A
GRB070913 	290843	1.48E-07	2.876	#N/A
GRB070911 	290624	1.27E-05	231.1	#N/A
GRB070810B	287409	1.65E-08	0.084	 PL
GRB070810A	287364	6.29E-07	12.74	 N/A
GRB070809 	287344	7.33E-08	1.472	#N/A
GRB070808 	287260	1.27E-06	69.89	#N/A
GRB070805 	287088	5.51E-07	29.51	#N/A
GRB070802 	286809	2.59E-07	17.96	#N/A
GRB070731 	286574	1.53E-07	3.128	#N/A
GRB070729 	286373	1.00E-07	1.144	#N/A
GRB070724A	285948	3.01E-08	0.488	 PL
GRB070721B	285654	3.57E-06	366.6	 PL
GRB070721A	285653	 N/A 	3.568	 PL
GRB070714B	284856	7.23E-07	75.43	 PL
GRB070714A	284850	 N/A 	3	 PL
GRB070704 	283791	5.89E-06	458.1	#N/A
GRB070628 	283320	 N/A 	47.92	#N/A
GRB070621 	282808	4.40E-06	41.66	#N/A
GRB070616 	282445	1.95E-05	608.9	#N/A
GRB070612B	282073	1.77E-06	24	 PL
GRB070612A	282066	1.07E-05	422.6	 PL
GRB070611 	282003	3.72E-07	16	#N/A
GRB070531 	280958	1.07E-06	48.75	#N/A
GRB070529 	280706	2.47E-06	118.5	#N/A
GRB070521 	279935	3.31E-06	64.27	#N/A
GRB070520B	279898	1.08E-06	112	 PL
GRB070520A	279817	3.57E-07	48	 N/A
GRB070518 	279592	1.64E-07	6.288	#N/A
GRB070517 	279494	2.01E-07	8.528	#N/A
GRB070509 	278903	1.79E-07	9.3	#N/A
