 index,z
  5.099500004725997E-002 ,  0.988023952095808     
  0.150985000046785      ,  0.982035928143713     
  0.250975000046310      ,  0.964071856287425     
  0.350965000045835      ,  0.958083832335329     
  0.450955000045360      ,  0.946107784431138     
  0.550945000044885      ,  0.898203592814371     
  0.650935000044410      ,  0.868263473053892     
  0.750925000043935      ,  0.832335329341317     
  0.850915000043460      ,  0.796407185628742     
  0.950905000042985      ,  0.748502994011976     
   1.05089500004251      ,  0.724550898203593     
   1.15088500004204      ,  0.700598802395210     
   1.25087500004156      ,  0.676646706586826     
   1.35086500004109      ,  0.646706586826347     
   1.45085500004061      ,  0.604790419161677     
   1.55084500004014      ,  0.568862275449102     
   1.65083500003966      ,  0.556886227544910     
   1.75082500003919      ,  0.514970059880239     
   1.85081500003871      ,  0.508982035928144     
   1.95080500003824      ,  0.485029940119760     
   2.05079500003776      ,  0.449101796407186     
   2.15078500003729      ,  0.419161676646707     
   2.25077500003681      ,  0.401197604790419     
   2.35076500003634      ,  0.359281437125749     
   2.45075500003586      ,  0.341317365269461     
   2.55074500003539      ,  0.317365269461078     
   2.65073500003491      ,  0.293413173652695     
   2.75072500003444      ,  0.275449101796407     
   2.85071500003396      ,  0.245508982035928     
   2.95070500003349      ,  0.221556886227545     
   3.05069500003301      ,  0.191616766467066     
   3.15068500003254      ,  0.173652694610778     
   3.25067500003206      ,  0.167664670658683     
   3.35066500003159      ,  0.149700598802395     
   3.45065500003111      ,  0.143712574850299     
   3.55064500003064      ,  0.143712574850299     
   3.65063500003016      ,  0.137724550898204     
   3.75062500002969      ,  0.125748502994012     
   3.85061500002921      ,  0.125748502994012     
   3.95060500002874      ,  0.113772455089820     
   4.05059500002826      ,  0.107784431137725     
   4.15058500002779      ,  0.101796407185629     
   4.25057500002731      ,  0.101796407185629     
   4.35056500002684      ,  0.101796407185629     
   4.45055500002636      ,  8.982035928143713E-002
   4.55054500002589      ,  8.982035928143713E-002
   4.65053500002541      ,  8.383233532934131E-002
   4.75052500002494      ,  7.185628742514970E-002
   4.85051500002446      ,  6.586826347305390E-002
   4.95050500002399      ,  4.191616766467066E-002
   5.05049500002351      ,  4.191616766467066E-002
   5.15048500002304      ,  3.592814371257485E-002
   5.25047500002256      ,  2.994011976047904E-002
   5.35046500002209      ,  2.994011976047904E-002
   5.45045500002161      ,  2.994011976047904E-002
   5.55044500002114      ,  2.994011976047904E-002
   5.65043500002066      ,  2.994011976047904E-002
   5.75042500002019      ,  2.994011976047904E-002
   5.85041500001971      ,  2.994011976047904E-002
   5.95040500001924      ,  2.395209580838323E-002
   6.05039500001876      ,  2.395209580838323E-002
   6.15038500001829      ,  2.395209580838323E-002
   6.25037500001781      ,  2.395209580838323E-002
   6.35036500001734      ,  1.796407185628742E-002
   6.45035500001686      ,  1.796407185628742E-002
   6.55034500001639      ,  1.796407185628742E-002
   6.65033500001591      ,  1.796407185628742E-002
   6.75032500001544      ,  1.796407185628742E-002
   6.85031500001496      ,  1.796407185628742E-002
   6.95030500001449      ,  1.796407185628742E-002
   7.05029500001401      ,  1.796407185628742E-002
   7.15028500001354      ,  1.796407185628742E-002
   7.25027500001306      ,  1.796407185628742E-002
   7.35026500001259      ,  1.796407185628742E-002
   7.45025500001211      ,  1.796407185628742E-002
   7.55024500001164      ,  1.796407185628742E-002
   7.65023500001116      ,  1.796407185628742E-002
   7.75022500001069      ,  1.796407185628742E-002
   7.85021500001021      ,  1.197604790419162E-002
   7.95020500000974      ,  1.197604790419162E-002
   8.05019500000926      ,  1.197604790419162E-002
   8.15018500000879      ,  1.197604790419162E-002
   8.25017500000831      ,  1.197604790419162E-002
   8.35016500000784      ,  1.197604790419162E-002
   8.45015500000736      ,  1.197604790419162E-002
   8.55014500000689      ,  1.197604790419162E-002
   8.65013500000641      ,  1.197604790419162E-002
   8.75012500000594      ,  1.197604790419162E-002
   8.85011500000546      ,  1.197604790419162E-002
   8.95010500000499      ,  1.197604790419162E-002
   9.05009500000451      ,  1.197604790419162E-002
   9.15008500000404      ,  1.197604790419162E-002
   9.25007500000356      ,  1.197604790419162E-002
   9.35006500000309      ,  5.988023952095809E-003
   9.45005500000261      ,  5.988023952095809E-003
   9.55004500000214      ,  5.988023952095809E-003
   9.65003500000166      ,  5.988023952095809E-003
   9.75002500000119      ,  5.988023952095809E-003
   9.85001500000071      ,  5.988023952095809E-003
   9.95000500000024      ,  5.988023952095809E-003
