 index,s,bin
   3.13888888888889      ,  9.782608695652173E-003 ,  0.138888888888889     
   3.41666666666667      ,  9.782608695652173E-003 ,  0.138888888888889     
   3.69444444444444      ,  0.000000000000000E+000 ,  0.138888888888889     
   3.97222222222222      ,  3.913043478260869E-002 ,  0.138888888888889     
   4.25000000000000      ,  9.782608695652173E-003 ,  0.138888888888889     
   4.52777777777778      ,  0.117391304347826      ,  0.138888888888889     
   4.80555555555556      ,  0.225000000000000      ,  0.138888888888889     
   5.08333333333333      ,  0.361956521739130      ,  0.138888888888889     
   5.36111111111111      ,  0.596739130434783      ,  0.138888888888889     
   5.63888888888889      ,  0.694565217391304      ,  0.138888888888889     
   5.91666666666667      ,  0.577173913043478      ,  0.138888888888889     
   6.19444444444444      ,  0.430434782608696      ,  0.138888888888889     
   6.47222222222222      ,  0.332608695652174      ,  0.138888888888889     
   6.75000000000000      ,  0.156521739130435      ,  0.138888888888889     
   7.02777777777778      ,  2.934782608695652E-002 ,  0.138888888888889     
   7.30555555555556      ,  9.782608695652173E-003 ,  0.138888888888889     
   7.58333333333333      ,  0.000000000000000E+000 ,  0.138888888888889     
   7.86111111111111      ,  0.000000000000000E+000 ,  0.138888888888889     
