## GRBname 	 Trig_ID 	 15_150kev 
GRB101023A   	436981	1.88E-06
GRB101020A   	436737	4.49E-08
GRB101017A   	436429	8.40E-07
GRB101011A   	436094	1.12E-07
GRB101008A   	435903	1.34E-07
GRB100928A   	435160	1.42E-07
GRB100924A   	434843	3.90E-07
GRB100917A   	434360	4.32E-08
GRB100915A   	434178	3.38E-08
GRB100906A   	433509	8.10E-07
GRB100905A   	433442	5.93E-08
GRB100904A   	433273	1.17E-07
GRB100902A   	433160	6.92E-08
GRB100901A   	433065	5.19E-08
GRB100823A   	432420	5.60E-08
GRB100816A   	431764	1.01E-06
GRB100814A   	431605	2.78E-07
GRB100807A   	431128	1.31E-07
GRB100805A   	430957	5.01E-08
GRB100802A   	430603	8.84E-08
GRB100728B   	430172	2.60E-07
GRB100728A   	430151	5.28E-07
GRB100727A   	430094	8.23E-08
GRB100725B   	429969	1.83E-07
GRB100725A   	429954	6.32E-08
GRB100724A   	429868	1.24E-07
GRB100719A   	429357	5.17E-08
GRB100704A   	426722	4.04E-07
GRB100702A   	426438	1.60E-07
GRB100628A   	426114	5.35E-08
GRB100625A   	425647	2.49E-07
GRB100621A   	425151	9.66E-07
GRB100619A   	424998	3.14E-07
GRB100615A   	424733	4.01E-07
GRB100614A   	424716	6.07E-08
GRB100606A   	424031	3.65E-07
GRB100526B   	423184	3.09E-08
GRB100526A   	423181	5.07E-08
GRB100522A   	422783	2.37E-09
GRB100514A   	421962	4.30E-08
GRB100513A   	421814	4.77E-08
GRB100508A   	421386	4.22E-08
GRB100504A   	421124	1.21E-07
GRB100427A   	420547	 N/A 
GRB100425A   	420398	7.34E-08
GRB100424A   	420367	2.29E-08
GRB100423A   	420247	8.08E-07
GRB100420A   	419932	2.31E-08
GRB100418A   	419797	5.03E-08
GRB100413B   	419380	 N/A 
GRB100413A   	419404	6.85E-08
GRB100401A   	417974	1.61E-07
GRB100324A   	416945	8.26E-09
GRB100322B   	416771	4.64E-08
GRB100316D   	416135	3.29E-08
GRB100316C   	416115	3.61E-08
GRB100316B   	416103	7.75E-08
GRB100316A   	416076	1.75E-07
GRB100305A   	414905	6.74E-08
GRB100302A   	414592	3.79E-08
GRB100224A   	413805	3.07E-08
GRB100219A   	412982	3.15E-08
GRB100216A   	412522	7.69E-08
GRB100213B   	412220	5.11E-08
GRB100213A   	412217	1.73E-07
GRB100212A   	412081	1.79E-07
GRB100206A   	411412	1.44E-07
GRB100205A   	411248	3.01E-08
GRB100203A   	411011	4.50E-08
GRB100119A   	383063	8.12E-07
GRB100117A   	382941	9.32E-08
GRB100115A   	377179049	1.01E-07
GRB100111A   	382399	1.32E-07
GRB091221    	380311	2.62E-07
GRB091208B   	378559	1.11E-06
GRB091208A   	378554	5.29E-08
GRB091130B   	377487	9.31E-08
GRB091127    	377179	2.99E-06
GRB091117    	376211	2.50E-07
GRB091112    	375659	1.81E-07
GRB091109B   	375409	1.95E-07
GRB091109A   	375246	9.90E-08
GRB091104    	374875	3.39E-08
GRB091102    	374598	1.31E-07
GRB091029    	374210	1.18E-07
GRB091026    	373871	1.87E-07
GRB091024    	373674	1.85E-07
GRB091020    	373458	3.64E-07
GRB091018    	373172	5.91E-07
GRB090929B   	371050	3.13E-07
GRB090929A   	75259002	6.83E-07
GRB090927    	370846	1.31E-07
GRB090926B   	370791	2.71E-07
GRB090916    	362818	1.52E-07
GRB090915    	362785	1.32E-07
GRB090912    	362633	9.55E-08
GRB090904B   	361831	1.77E-07
GRB090904A   	361830	1.31E-07
GRB090831C   	361489	4.75E-08
GRB090827    	361029	 N/A 
GRB090823    	36390005	 N/A 
GRB090815C   	360068	4.73E-08
GRB090814A   	359951	4.23E-08
GRB090813    	359884	6.98E-07
GRB090812    	359711	3.52E-07
GRB090809A   	359530	8.62E-08
GRB090807A   	359378	4.74E-08
GRB090728    	358574	1.18E-08
GRB090727    	358520	4.41E-08
GRB090726    	358422	5.31E-08
GRB090720A   	357811	 N/A 
GRB090715B   	357512	3.11E-07
GRB090715A   	357498	2.41E-08
GRB090712    	357072	6.84E-08
GRB090709B   	356912	1.83E-07
GRB090709A   	356890	7.24E-07
GRB090708    	356776	8.33E-08
GRB090628    	355942	1.15E-07
GRB090621B   	355359	6.82E-08
GRB090621A   	355303	1.59E-07
GRB090618    	355083	3.13E-06
GRB090607    	354299	5.92E-08
GRB090531B   	353728	1.67E-07
GRB090531A   	353627	1.09E-07
GRB090530    	353567	2.66E-07
GRB090529A   	353540	4.91E-08
GRB090520    	352671	4.48E-08
GRB090519    	352648	6.86E-08
GRB090518    	352420	1.79E-07
GRB090516A   	352190	1.19E-07
GRB090515    	352108	2.75E-08
GRB090510    	351588	4.31E-07
GRB090509    	351525	1.21E-07
GRB090429B   	350854	1.14E-07
GRB090429A   	350853	4.95E-08
GRB090426    	350479	1.56E-07
GRB090424    	350311	5.88E-06
GRB090423    	350184	1.24E-07
GRB090422    	349931	1.41E-07
GRB090419    	349592	3.54E-08
GRB090418B   	90078001	8.12E-07
GRB090418A   	349510	1.58E-07
GRB090417B   	349450	1.82E-08
GRB090417A   	349447	5.78E-08
GRB090410    	348929	2.13E-07
GRB090407    	348650	6.22E-08
GRB090404    	348428	1.32E-07
GRB090401B   	348152	2.39E-06
GRB090401A   	348128	9.06E-07
GRB090313    	346386	5.79E-08
GRB090309A   	345945	6.99E-08
GRB090308A   	345777	1.91E-08
GRB090307A   	345551	2.00E-08
GRB090306B   	31369001	2.65E-07
GRB090305A   	345127	8.49E-08
GRB090301A   	344582	1.69E-06
GRB090205    	342121	2.97E-08
GRB090201    	341749	1.41E-06
GRB090129    	341504	2.94E-07
GRB090123    	340895	1.21E-07
GRB090118    	31292054	7.06E-08
GRB090113    	339852	2.24E-07
GRB090111    	339696	6.01E-08
GRB090107A   	339295	8.29E-08
GRB090102    	338895	5.38E-07
GRB081230    	338633	5.53E-08
GRB081228    	338338	4.13E-08
GRB081226A   	338177	1.00E-07
GRB081222    	337914	6.60E-07
GRB081221    	337889	1.50E-06
GRB081211B   	90053089	1.83E-09
GRB081211A   	337115	5.85E-08
GRB081210    	337073	2.10E-07
GRB081203B   	336489000	 N/A 
GRB081203A   	336489	2.46E-07
GRB081128    	335895	9.62E-08
GRB081127    	335715	3.86E-08
GRB081126    	335647	3.49E-07
GRB081121    	335105	3.63E-07
GRB081118    	334877	4.37E-08
GRB081109A   	334112	1.01E-07
GRB081105A   	333811	 N/A 
GRB081104    	333666	6.58E-08
GRB081102    	333427	1.38E-07
GRB081101    	333320	8.93E-08
GRB081029    	332931	3.06E-08
GRB081028A   	332851	4.09E-08
GRB081025    	35650186	2.14E-07
GRB081024A   	332516	9.89E-08
GRB081022    	332399	4.34E-08
GRB081017    	331964	 N/A 
GRB081016B   	331856	6.00E-08
GRB081012    	331475	1.22E-07
GRB081011    	331332	3.40E-08
GRB081008    	331093	1.05E-07
GRB081007    	330856	1.63E-07
GRB080928    	326115	1.58E-07
GRB080919    	325268	7.99E-08
GRB080916B   	324907	5.18E-08
GRB080916A   	324895	2.60E-07
GRB080915B   	324805	5.93E-07
GRB080915A   	324744	3.53E-08
GRB080913    	324561	1.10E-07
GRB080906    	323984	8.12E-08
GRB080905B   	323898	1.26E-07
GRB080905A   	323870	1.28E-07
GRB080903    	323542	6.91E-08
GRB080822B   	321376	 N/A 
GRB080810    	319584	1.69E-07
GRB080805    	319036	1.15E-07
GRB080804    	319016	2.53E-07
GRB080802    	318832	4.49E-08
GRB080727C   	318170	2.11E-07
GRB080727B   	318101	7.45E-07
GRB080727A   	318094	3.84E-08
GRB080725    	317888	1.94E-07
GRB080723A   	317662	7.12E-08
GRB080721    	317508	1.93E-06
GRB080714    	316910	3.76E-07
GRB080710    	316534	6.05E-08
GRB080707    	316204	6.09E-08
GRB080703    	315819	7.97E-08
GRB080702B   	315630003	5.85E-08
GRB080702A   	315710	3.91E-08
GRB080701    	315615	1.34E-07
GRB080623    	315080	1.59E-07
GRB080613B   	313954	2.85E-07
GRB080607    	313417	2.37E-06
GRB080605    	313299	1.92E-06
GRB080604    	313116	3.15E-08
GRB080603B   	313087	3.19E-07
GRB080602    	312958	2.88E-07
GRB080524    	312277	5.13E-08
GRB080523    	312242	2.15E-08
GRB080520    	312047	2.42E-08
GRB080517    	311874	4.03E-08
GRB080516    	311762	1.31E-07
GRB080515    	311658	2.08E-07
GRB080506    	311159	2.28E-08
GRB080503    	310785	5.32E-08
GRB080430    	310613	1.82E-07
GRB080426    	310219	2.92E-07
GRB080413B   	309111	1.43E-06
GRB080413A   	309096	4.91E-07
GRB080411    	309010	3.04E-06
GRB080409    	308812	2.78E-07
GRB080405    	308549	 N/A 
GRB080330    	308041	4.72E-08
GRB080328    	307931	5.47E-07
GRB080325    	307604	7.05E-08
GRB080320    	306858	4.57E-08
GRB080319D   	306793	2.83E-08
GRB080319C   	306778	4.65E-07
GRB080319B   	306757	2.37E-06
GRB080319A   	306754	1.62E-07
GRB080315    	306323	 N/A 
GRB080310    	305288	8.42E-08
GRB080307    	305011	4.03E-08
GRB080303    	304549	9.17E-08
GRB080229A   	304379	5.10E-07
GRB080218B   	303631	1.02E-07
GRB080218A   	303609	7.59E-08
GRB080212    	303105	9.95E-08
GRB080210    	302888	1.33E-07
GRB080207    	302728	8.66E-08
GRB080205    	302506	8.81E-08
GRB080130    	74372007	3.06E-08
GRB080129    	301981	5.10E-08
GRB080123    	301578	1.33E-07
GRB080121    	301491	3.83E-08
GRB071227    	299787	1.51E-07
GRB071129    	297628	7.77E-08
GRB071122    	297114	2.25E-08
GRB071118    	296856	2.86E-08
GRB071117    	296805	1.06E-06
GRB071112C   	296504	 N/A 
GRB071112B   	296503	4.95E-08
GRB071101    	295779	3.52E-08
GRB071031    	295670	3.22E-08
GRB071028B   	295492	 N/A 
GRB071028A   	295527	1.60E-08
GRB071025    	295301	1.30E-07
GRB071021    	294974	5.15E-08
GRB071020    	294835	8.67E-07
GRB071018    	294645	2.52E-08
GRB071013    	294120	2.29E-08
GRB071011    	293924	1.47E-07
GRB071010C   	293804	 N/A 
GRB071010B   	293795	5.28E-07
GRB071010A   	293707	4.53E-08
GRB071008    	293587	2.69E-08
GRB071006    	293250	 N/A 
GRB071003    	292934	6.35E-07
GRB071001    	292826	5.55E-08
GRB070923    	292004	5.15E-08
GRB070920B   	291728	5.94E-08
GRB070920A   	291614	2.33E-08
GRB070917    	291292	7.37E-07
GRB070913    	290843	7.52E-08
GRB070911    	290624	3.35E-07
GRB070810B   	287409	2.11E-08
GRB070810A   	287364	1.25E-07
GRB070809    	287344	9.07E-08
GRB070808    	287260	1.73E-07
GRB070805    	287088	5.41E-08
GRB070802    	286809	2.31E-08
GRB070731    	286574	9.70E-08
GRB070729    	286373	9.74E-08
GRB070724A   	285948	3.43E-08
GRB070721B   	285654	1.57E-07
GRB070721A   	285653	3.63E-08
GRB070714B   	284856	2.71E-07
GRB070714A   	284850	9.42E-08
GRB070704    	283791	1.98E-07
GRB070628    	283320	3.47E-07
GRB070621    	282808	2.00E-07
GRB070616    	282445	1.66E-07
GRB070612B   	282073	2.16E-07
GRB070612A   	282066	1.49E-07
GRB070611    	282003	5.44E-08
GRB070531    	280958	9.75E-08
GRB070529    	280706	1.11E-07
GRB070521    	279935	6.19E-07
GRB070520B   	279898	2.66E-08
GRB070520A   	279817	1.26E-08
GRB070518    	279592	4.08E-08
GRB070517    	279494	6.12E-08
GRB070509    	278903	4.94E-08
GRB070508    	278854	2.27E-06
GRB070506    	278693	6.97E-08
GRB070429B   	277582	7.27E-08
GRB070429A   	277571	3.09E-08
GRB070427    	277356	8.39E-08
GRB070420    	276321	5.62E-07
GRB070419B   	276212	1.15E-07
GRB070419A   	276205	1.96E-09
GRB070412    	275119	5.51E-08
GRB070411    	275087	7.09E-08
GRB070406    	274153	3.62E-08
GRB070330    	273180	5.82E-08
GRB070328    	272773	3.84E-07
GRB070326    	271019007	6.88E-08
GRB070318    	271019	1.32E-07
GRB070306    	263361	3.03E-07
GRB070227    	262347	 N/A 
GRB070224    	261880	1.10E-08
GRB070223    	261664	3.04E-08
GRB070220    	261299	5.17E-07
GRB070219    	261132	3.80E-08
GRB070209    	259803	3.32E-08
GRB070208    	259714	3.42E-08
GRB070129    	258408	3.55E-08
GRB070126    	257741	 N/A 
GRB070125    	  N/A 	 N/A 
GRB070110    	255445	4.73E-08
GRB070107    	255029	1.89E-07
GRB070103    	254532	6.80E-08
GRB061222B   	252593	8.64E-08
GRB061222A   	252588	7.44E-07
GRB061218    	251863	 N/A 
GRB061217    	251634	4.85E-08
GRB061210    	243690	2.90E-07
GRB061202    	241963	2.02E-07
GRB061201    	241840	3.55E-07
GRB061126    	240766	9.60E-07
GRB061121    	239899	1.96E-06
GRB061110B   	238174	4.32E-08
GRB061110A   	238108	2.85E-08
GRB061102    	236430	1.56E-08
GRB061028    	235715	5.85E-08
GRB061027    	235645	 N/A 
GRB061021    	234905	5.44E-07
GRB061019    	234516	1.24E-07
GRB061007    	232683	1.56E-06
GRB061006    	232585	5.24E-07
GRB061004    	232339	1.83E-07
GRB061002    	231974	6.10E-08
GRB060929    	231702	3.70E-08
GRB060927    	231362	2.56E-07
GRB060926    	231231	5.86E-08
GRB060923C   	230711	5.27E-08
GRB060923B   	230702	7.38E-08
GRB060923A   	230662	1.07E-07
GRB060919    	230115	1.94E-07
GRB060912A   	229185	6.07E-07
GRB060908    	228581	2.80E-07
GRB060906    	228316	1.22E-07
GRB060904B   	228006	2.09E-07
GRB060904A   	227996	4.38E-07
GRB060825    	226382	2.18E-07
GRB060814    	224552	6.06E-07
GRB060813    	224364	7.94E-07
GRB060807    	223217	7.24E-08
GRB060805A   	222683	2.18E-08
GRB060804    	222546	8.90E-08
GRB060801    	222154	8.59E-08
GRB060729    	221755	7.60E-08
GRB060728    	221627	 N/A 
GRB060719    	220020	1.49E-07
GRB060717    	219646	3.36E-08
GRB060714    	219101	9.69E-08
GRB060712    	218582	1.02E-07
GRB060708    	217805	1.56E-07
GRB060707    	217704	7.59E-08
GRB060614    	214805	8.37E-07
GRB060607B   	213934	1.18E-07
GRB060607A   	213823	1.28E-07
GRB060605    	213630	4.73E-08
GRB060604    	213486	7.61E-10
GRB060602A   	213180	3.72E-08
GRB060526    	211957	1.38E-07
GRB060522    	211117	3.41E-08
GRB060516    	210254	1.47E-08
GRB060515    	210084	8.68E-08
GRB060512    	209755	4.15E-08
GRB060510B   	209352	4.51E-08
GRB060510A   	209351	 N/A 
GRB060507    	208870	9.13E-08
GRB060505    	208654	2.25E-07
GRB060502B   	208275	6.21E-08
GRB060502A   	208169	1.67E-07
GRB060501    	208050	1.92E-07
GRB060428B   	207399	1.72E-08
GRB060428A   	207364	1.38E-07
GRB060427    	207281	1.66E-08
GRB060424    	206773	1.14E-07
GRB060421    	206257	2.55E-07
GRB060418    	205851	4.99E-07
GRB060413    	205096	6.31E-08
GRB060403    	203755	9.71E-08
GRB060323    	202505	4.85E-08
GRB060322    	202442	1.52E-07
GRB060319    	202035	6.20E-08
GRB060313    	201487	1.15E-06
GRB060312    	201391	1.12E-07
GRB060306    	200638	4.82E-07
GRB060223B   	192152	2.75E-07
GRB060223A   	192059	9.94E-08
GRB060219    	191512	2.47E-08
GRB060218    	191157	 N/A 
GRB060211B   	181156	5.85E-08
GRB060211A   	181126	2.77E-08
GRB060210    	180977	1.18E-07
GRB060206    	180455	2.10E-07
GRB060204B   	180241	1.03E-07
GRB060203    	180151	4.53E-08
GRB060202    	179968	4.24E-08
GRB060124    	178750	6.33E-08
GRB060123    	  N/A 	 N/A 
GRB060117    	177666	3.74E-06
GRB060116    	177533	9.10E-08
GRB060115    	177408	7.20E-08
GRB060111B   	176918	1.41E-07
GRB060111A   	176818	1.41E-07
GRB060110    	176702	1.58E-07
GRB060109    	176620	3.41E-08
GRB060108    	176453	5.28E-08
GRB060105    	175942	7.11E-07
GRB060102    	175603	4.20E-08
GRB051227    	174738	8.89E-08
GRB051221B   	173904	5.60E-08
GRB051221A   	173780	1.02E-06
GRB051213    	172516	4.98E-08
GRB051210    	171931	7.44E-08
GRB051117B   	164279	3.81E-08
GRB051117A   	164268	5.60E-08
GRB051114    	163844	4.52E-08
GRB051113    	163765	1.68E-07
GRB051111    	163438	1.62E-07
GRB051109B   	163170	3.70E-08
GRB051109A   	163136	3.01E-07
GRB051105A   	162580	3.00E-08
GRB051021B   	160672	6.03E-08
GRB051016B   	159994	8.25E-08
GRB051016A   	159913	9.76E-08
GRB051012    	159413	2.67E-08
GRB051008    	158855	5.04E-07
GRB051006    	158593	1.37E-07
GRB051001    	157870	3.55E-08
GRB050925    	156838	1.02E-07
GRB050922C   	156467	5.97E-07
GRB050922B   	156434	9.03E-08
GRB050916    	155408	5.12E-08
GRB050915B   	155284	1.67E-07
GRB050915A   	155242	7.33E-08
GRB050911    	154630	8.79E-08
GRB050908    	154112	5.33E-08
GRB050906    	153866	 N/A 
GRB050904    	153514	5.38E-08
GRB050827    	152325	1.63E-07
GRB050826    	152113	3.17E-08
GRB050824    	151905	3.25E-08
GRB050822    	151486	1.38E-07
GRB050820B   	151334	3.77E-07
GRB050820A   	151207	2.27E-07
GRB050819    	151131	2.62E-08
GRB050815    	150532	3.87E-08
GRB050814    	150314	4.83E-08
GRB050813    	150139	4.22E-08
GRB050803    	148833	8.15E-08
GRB050802    	148646	2.21E-07
GRB050801    	148522	1.18E-07
GRB050730    	148225	4.60E-08
GRB050726    	147788	1.25E-07
GRB050724    	147478	2.38E-07
GRB050721    	146970	1.51E-07
GRB050717    	146372	5.71E-07
GRB050716    	146227	1.68E-07
GRB050715    	146129	5.87E-08
GRB050714B   	145994	3.38E-08
GRB050713B   	145754	1.29E-07
GRB050713A   	145675	3.85E-07
GRB050712    	145581	3.39E-08
GRB050701    	143708	2.23E-07
GRB050607    	132247	1.55E-08
GRB050603    	131560	1.81E-06
GRB050528    	130679	9.12E-08
GRB050525A   	130088	3.48E-06
GRB050509B   	118749	1.82E-08
GRB050509A   	118707	5.24E-08
GRB050507    	118248	2.90E-08
GRB050505    	117504	1.67E-07
GRB050502B   	116116	1.17E-07
GRB050422    	115214	1.72E-08
GRB050421    	115135	3.10E-08
GRB050418    	114893	3.34E-07
GRB050416B   	114797	5.71E-07
GRB050416A   	114753	2.22E-07
GRB050412    	114485	5.40E-08
GRB050410    	114299	1.07E-07
GRB050406    	113872	1.77E-08
GRB050401    	113120	1.11E-06
GRB050326    	112453	1.17E-06
GRB050319    	111622	8.90E-08
GRB050318    	111529	2.31E-07
GRB050315    	111063	1.12E-07
GRB050306    	107547	3.05E-07
GRB050223    	106709	5.04E-08
GRB050219B   	106442	1.86E-06
GRB050219A   	106415	3.14E-07
GRB050215B   	106107	5.06E-08
GRB050215A   	106106	5.01E-08
GRB050202    	104298	4.46E-08
GRB050128    	103906	6.12E-07
GRB050126    	103780	2.72E-08
GRB050124    	103647	4.81E-07
GRB050117    	102861	2.18E-07
GRB041228    	100970	1.13E-07
GRB041226    	100815	2.95E-08
GRB041224    	100703	2.48E-07
GRB041223    	100585	7.43E-07
GRB041220    	100433	1.44E-07
GRB041219C   	100380	1.62E-07
GRB041219B   	100368	1.11E-07
GRB041219A   	100307	 N/A 
GRB041217    	100116	5.41E-07
