## GRBname 	 Trig_ID 	 15_150kev 
GRB100906A   	433509	7.95E-07
GRB100905A   	433442	5.48E-08
GRB100904A   	433273	1.07E-07
GRB100902A   	433160	6.80E-08
GRB100901A   	433065	4.28E-08
GRB100823A   	432420	 N/A 
GRB100816A   	431764	1.61E-07
GRB100814A   	431605	2.74E-07
GRB100807A   	431128	1.26E-07
GRB100805A   	430957	4.59E-08
GRB100802A   	430603	8.40E-08
GRB100728B   	430172	2.45E-07
GRB100728A   	430151	5.29E-07
GRB100727A   	430094	7.68E-08
GRB100725B   	429969	1.80E-07
GRB100725A   	429954	6.35E-08
GRB100724A   	429868	1.07E-07
GRB100719A   	429357	5.18E-08
GRB100704A   	426722	3.98E-07
GRB100702A   	426438	1.55E-07
GRB100628A   	426114	4.50E-08
GRB100625A   	425647	2.46E-07
GRB100621A   	425151	9.32E-07
GRB100619A   	424998	3.13E-07
GRB100615A   	424733	3.90E-07
GRB100614A   	424716	6.06E-08
GRB100606A   	424031	3.62E-07
GRB100526B   	423184	3.09E-08
GRB100526A   	423181	4.56E-08
GRB100522A   	422783	2.26E-09
GRB100514A   	421962	3.90E-08
GRB100513A   	421814	4.78E-08
GRB100508A   	421386	4.17E-08
GRB100504A   	421124	1.17E-07
GRB100427A   	420547	 N/A 
GRB100425A   	420398	 N/A 
GRB100424A   	420367	1.39E-08
GRB100423A   	420247	8.07E-07
GRB100420A   	419932	2.22E-08
GRB100418A   	419797	 N/A 
GRB100413B   	419380	 N/A 
GRB100413A   	419404	6.87E-08
GRB100401A   	417974	1.46E-07
GRB100324A   	416945	8.35E-09
GRB100322B   	416771	 N/A 
GRB100316D   	416135	3.33E-08
GRB100316C   	416115	3.62E-08
GRB100316B   	416103	 N/A 
GRB100316A   	416076	1.72E-07
GRB100305A   	414905	6.07E-08
GRB100302A   	414592	3.79E-08
GRB100224A   	413805	3.04E-08
GRB100219A   	412982	3.18E-08
GRB100216A   	412522	7.71E-08
GRB100213B   	412220	4.44E-08
GRB100213A   	412217	1.66E-07
GRB100212A   	412081	1.77E-07
GRB100206A   	411412	1.45E-07
GRB100205A   	411248	3.03E-08
GRB100203A   	411011	3.69E-08
GRB100119A   	383063	8.12E-07
GRB100117A   	382941	9.35E-08
GRB100115A   	377179049	9.89E-08
GRB100111A   	382399	1.28E-07
GRB091221    	380311	2.62E-07
GRB091208B   	378559	1.11E-06
GRB091208A   	378554	5.01E-08
GRB091130B   	377487	2.82E-08
GRB091127    	377179	 N/A 
GRB091117    	376211	4.13E-09
GRB091112    	375659	1.81E-07
GRB091109B   	375409	6.48E-09
GRB091109A   	375246	9.93E-08
GRB091104    	374875	3.04E-08
GRB091102    	374598	1.27E-07
GRB091029    	374210	1.09E-07
GRB091026    	373871	1.87E-07
GRB091024    	373674	1.84E-07
GRB091020    	373458	3.62E-07
GRB091018    	373172	 N/A 
GRB090929B   	371050	3.07E-07
GRB090929A   	75259002	6.84E-07
GRB090927    	370846	1.18E-07
GRB090926B   	370791	2.68E-07
GRB090916    	362818	1.52E-07
GRB090915    	362785	1.27E-07
GRB090912    	362633	7.72E-08
GRB090904B   	361831	 N/A 
GRB090904A   	361830	7.54E-08
GRB090831C   	361489	4.82E-08
GRB090827    	361029	 N/A 
GRB090823    	36390005	 N/A 
GRB090815C   	360068	4.54E-08
GRB090814A   	359951	4.07E-08
GRB090813    	359884	6.94E-07
GRB090812    	359711	3.53E-07
GRB090809A   	359530	4.15E-08
GRB090807A   	359378	 N/A 
GRB090728    	358574	1.10E-08
GRB090727    	358520	4.44E-08
GRB090726    	358422	4.05E-08
GRB090720A   	357811	 N/A 
GRB090715B   	357512	3.08E-07
GRB090715A   	357498	2.20E-08
GRB090712    	357072	6.17E-08
GRB090709B   	356912	1.75E-07
GRB090709A   	356890	7.13E-07
GRB090708    	356776	 N/A 
GRB090628    	355942	1.08E-07
GRB090621B   	355359	6.40E-08
GRB090621A   	355303	1.58E-07
GRB090618    	355083	3.12E-06
GRB090607    	354299	5.90E-08
GRB090531B   	353728	1.67E-07
GRB090531A   	353627	1.06E-07
GRB090530    	353567	2.62E-07
GRB090529A   	353540	4.25E-08
GRB090520    	352671	4.48E-08
GRB090519    	352648	6.81E-08
GRB090518    	352420	1.74E-07
GRB090516A   	352190	1.42E-07
GRB090515    	352108	2.66E-08
GRB090510    	351588	4.26E-07
GRB090509    	351525	1.19E-07
GRB090429B   	350854	1.03E-07
GRB090429A   	350853	4.98E-08
GRB090426    	350479	1.50E-07
GRB090424    	350311	5.81E-06
GRB090423    	350184	1.20E-07
GRB090422    	349931	1.38E-07
GRB090419    	349592	3.53E-08
GRB090418B   	90078001	7.91E-07
GRB090418A   	349510	1.58E-07
GRB090417B   	349450	1.90E-08
GRB090417A   	349447	5.78E-08
GRB090410    	348929	2.10E-07
GRB090407    	348650	6.23E-08
GRB090404    	348428	1.32E-07
GRB090401B   	348152	2.37E-06
GRB090401A   	348128	9.11E-07
GRB090313    	346386	 N/A 
GRB090309A   	345945	6.22E-08
GRB090308A   	345777	1.72E-08
GRB090307A   	345551	2.01E-08
GRB090306B   	31369001	2.54E-07
GRB090305A   	345127	8.30E-08
GRB090301A   	344582	 N/A 
GRB090205    	342121	2.11E-08
GRB090201    	341749	1.40E-06
GRB090129    	341504	2.86E-07
GRB090123    	340895	1.15E-07
GRB090118    	31292054	7.07E-08
GRB090113    	339852	2.22E-07
GRB090111    	339696	5.91E-08
GRB090107A   	339295	7.91E-08
GRB090102    	338895	 N/A 
GRB081230    	338633	5.45E-08
GRB081228    	338338	3.27E-08
GRB081226A   	338177	1.00E-07
GRB081222    	337914	6.45E-07
GRB081221    	337889	1.47E-06
GRB081211B   	90053089	 N/A 
GRB081211A   	337115	5.28E-08
GRB081210    	337073	6.67E-08
GRB081203B   	336489000	 N/A 
GRB081203A   	336489	2.41E-07
GRB081128    	335895	9.58E-08
GRB081127    	335715	 N/A 
GRB081126    	335647	3.46E-07
GRB081121    	335105	3.62E-07
GRB081118    	334877	4.23E-08
GRB081109A   	334112	9.90E-08
GRB081105A   	333811	 N/A 
GRB081104    	333666	6.21E-08
GRB081102    	333427	1.36E-07
GRB081101    	333320	8.18E-08
GRB081029    	332931	2.76E-08
GRB081028A   	332851	3.83E-08
GRB081025    	35650186	1.34E-08
GRB081024A   	332516	2.24E-08
GRB081022    	332399	2.84E-08
GRB081017    	331964	 N/A 
GRB081016B   	331856	6.01E-08
GRB081012    	331475	1.19E-07
GRB081011    	331332	3.25E-08
GRB081008    	331093	1.02E-07
GRB081007    	330856	 N/A 
GRB080928    	326115	1.54E-07
GRB080919    	325268	8.00E-08
GRB080916B   	324907	5.16E-08
GRB080916A   	324895	2.51E-07
GRB080915B   	324805	5.62E-07
GRB080915A   	324744	3.56E-08
GRB080913    	324561	1.03E-07
GRB080906    	323984	7.54E-08
GRB080905B   	323898	5.77E-08
GRB080905A   	323870	1.28E-07
GRB080903    	323542	5.87E-08
GRB080822B   	321376	 N/A 
GRB080810    	319584	6.08E-08
GRB080805    	319036	1.10E-07
GRB080804    	319016	2.49E-07
GRB080802    	318832	4.54E-08
GRB080727C   	318170	3.77E-08
GRB080727B   	318101	7.40E-07
GRB080727A   	318094	3.83E-08
GRB080725    	317888	1.86E-07
GRB080723A   	317662	6.14E-08
GRB080721    	317508	1.93E-06
GRB080714    	316910	3.76E-07
GRB080710    	316534	5.06E-08
GRB080707    	316204	 N/A 
GRB080703    	315819	7.50E-08
GRB080702B   	315630003	5.73E-08
GRB080702A   	315710	3.60E-08
GRB080701    	315615	 N/A 
GRB080623    	315080	5.51E-08
GRB080613B   	313954	2.86E-07
GRB080607    	313417	2.36E-06
GRB080605    	313299	1.90E-06
GRB080604    	313116	3.12E-08
GRB080603B   	313087	3.19E-07
GRB080602    	312958	2.83E-07
GRB080524    	312277	4.93E-08
GRB080523    	312242	1.59E-08
GRB080520    	312047	 N/A 
GRB080517    	311874	3.10E-08
GRB080516    	311762	1.22E-07
GRB080515    	311658	 N/A 
GRB080506    	311159	1.78E-08
GRB080503    	310785	5.26E-08
GRB080430    	310613	 N/A 
GRB080426    	310219	 N/A 
GRB080413B   	309111	1.40E-06
GRB080413A   	309096	4.80E-07
GRB080411    	309010	1.98E-06
GRB080409    	308812	2.65E-07
GRB080405    	308549	 N/A 
GRB080330    	308041	 N/A 
GRB080328    	307931	5.45E-07
GRB080325    	307604	4.93E-08
GRB080320    	306858	4.35E-08
GRB080319D   	306793	2.81E-08
GRB080319C   	306778	4.62E-07
GRB080319B   	306757	4.17E-07
GRB080319A   	306754	1.43E-07
GRB080315    	306323	 N/A 
GRB080310    	305288	7.52E-08
GRB080307    	305011	4.00E-08
GRB080303    	304549	 N/A 
GRB080229A   	304379	5.01E-07
GRB080218B   	303631	 N/A 
GRB080218A   	303609	 N/A 
GRB080212    	303105	9.75E-08
GRB080210    	302888	1.33E-07
GRB080207    	302728	8.51E-08
GRB080205    	302506	8.82E-08
GRB080130    	74372007	 N/A 
GRB080129    	301981	5.04E-08
GRB080123    	301578	1.29E-07
GRB080121    	301491	3.42E-08
GRB071227    	299787	1.52E-07
GRB071129    	297628	7.77E-08
GRB071122    	297114	 N/A 
GRB071118    	296856	2.88E-08
GRB071117    	296805	1.04E-06
GRB071112C   	296504	 N/A 
GRB071112B   	296503	4.81E-08
GRB071101    	295779	2.83E-08
GRB071031    	295670	 N/A 
GRB071028B   	295492	 N/A 
GRB071028A   	295527	1.56E-08
GRB071025    	295301	1.15E-07
GRB071021    	294974	5.17E-08
GRB071020    	294835	8.65E-07
GRB071018    	294645	1.93E-08
GRB071013    	294120	 N/A 
GRB071011    	293924	1.48E-07
GRB071010C   	293804	 N/A 
GRB071010B   	293795	5.03E-07
GRB071010A   	293707	 N/A 
GRB071008    	293587	 N/A 
GRB071006    	293250	 N/A 
GRB071003    	292934	6.36E-07
GRB071001    	292826	4.81E-08
GRB070923    	292004	5.14E-08
GRB070920B   	291728	 N/A 
GRB070920A   	291614	2.12E-08
GRB070917    	291292	7.31E-07
GRB070913    	290843	6.95E-08
GRB070911    	290624	3.28E-07
GRB070810B   	287409	2.11E-08
GRB070810A   	287364	1.20E-07
GRB070809    	287344	8.88E-08
GRB070808    	287260	1.67E-07
GRB070805    	287088	5.45E-08
GRB070802    	286809	 N/A 
GRB070731    	286574	3.98E-08
GRB070729    	286373	9.52E-08
GRB070724A   	285948	2.85E-08
GRB070721B   	285654	1.55E-07
GRB070721A   	285653	 N/A 
GRB070714B   	284856	2.72E-07
GRB070714A   	284850	 N/A 
GRB070704    	283791	1.95E-07
GRB070628    	283320	 N/A 
GRB070621    	282808	2.01E-07
GRB070616    	282445	5.54E-08
GRB070612B   	282073	2.02E-07
GRB070612A   	282066	1.49E-07
GRB070611    	282003	3.89E-08
GRB070531    	280958	9.72E-08
GRB070529    	280706	1.06E-07
GRB070521    	279935	8.71E-08
GRB070520B   	279898	2.63E-08
GRB070520A   	279817	9.94E-09
GRB070518    	279592	3.97E-08
GRB070517    	279494	5.99E-08
GRB070509    	278903	4.48E-08
GRB070508    	278854	2.24E-06
GRB070506    	278693	5.90E-08
GRB070429B   	277582	6.23E-08
GRB070429A   	277571	2.28E-08
GRB070427    	277356	7.62E-08
GRB070420    	276321	5.53E-07
GRB070419B   	276212	1.15E-07
GRB070419A   	276205	1.82E-09
GRB070412    	275119	5.29E-08
GRB070411    	275087	7.01E-08
GRB070406    	274153	3.63E-08
GRB070330    	273180	5.01E-08
GRB070328    	272773	3.82E-07
GRB070326    	271019007	6.45E-08
GRB070318    	271019	1.27E-07
GRB070306    	263361	2.01E-07
GRB070227    	262347	 N/A 
GRB070224    	261880	9.87E-09
GRB070223    	261664	3.09E-08
GRB070220    	261299	5.11E-07
GRB070219    	261132	3.82E-08
GRB070209    	259803	3.08E-08
GRB070208    	259714	3.43E-08
GRB070129    	258408	3.32E-08
GRB070126    	257741	 N/A 
GRB070125    	  N/A 	 N/A 
GRB070110    	255445	4.50E-08
GRB070107    	255029	1.90E-07
GRB070103    	254532	5.84E-08
GRB061222B   	252593	 N/A 
GRB061222A   	252588	7.33E-07
GRB061218    	251863	 N/A 
GRB061217    	251634	4.57E-08
GRB061210    	243690	2.89E-07
GRB061202    	241963	2.01E-07
GRB061201    	241840	3.56E-07
GRB061126    	240766	9.56E-07
GRB061121    	239899	1.96E-06
GRB061110B   	238174	4.04E-08
GRB061110A   	238108	2.82E-08
GRB061102    	236430	1.33E-08
GRB061028    	235715	5.89E-08
GRB061027    	235645	 N/A 
GRB061021    	234905	5.44E-07
GRB061019    	234516	 N/A 
GRB061007    	232683	1.56E-06
GRB061006    	232585	5.24E-07
GRB061004    	232339	1.76E-07
GRB061002    	231974	6.04E-08
GRB060929    	231702	3.69E-08
GRB060927    	231362	2.46E-07
GRB060926    	231231	 N/A 
GRB060923C   	230711	4.96E-08
GRB060923B   	230702	 N/A 
GRB060923A   	230662	1.03E-07
GRB060919    	230115	1.86E-07
GRB060912A   	229185	5.88E-07
GRB060908    	228581	2.71E-07
GRB060906    	228316	 N/A 
GRB060904B   	228006	2.07E-07
GRB060904A   	227996	4.39E-07
GRB060825    	226382	2.03E-07
GRB060814    	224552	2.31E-07
GRB060813    	224364	7.89E-07
GRB060807    	223217	6.97E-08
GRB060805A   	222683	1.35E-08
GRB060804    	222546	4.23E-08
GRB060801    	222154	8.45E-08
GRB060729    	221755	7.51E-08
GRB060728    	221627	 N/A 
GRB060719    	220020	1.39E-07
GRB060717    	219646	2.89E-08
GRB060714    	219101	9.13E-08
GRB060712    	218582	 N/A 
GRB060708    	217805	6.89E-08
GRB060707    	217704	7.61E-08
GRB060614    	214805	8.28E-07
GRB060607B   	213934	1.15E-07
GRB060607A   	213823	1.27E-07
GRB060605    	213630	4.69E-08
GRB060604    	213486	1.98E-10
GRB060602A   	213180	 N/A 
GRB060526    	211957	1.30E-07
GRB060522    	211117	2.82E-08
GRB060516    	210254	1.20E-08
GRB060515    	210084	8.58E-08
GRB060512    	209755	 N/A 
GRB060510B   	209352	4.55E-08
GRB060510A   	209351	 N/A 
GRB060507    	208870	8.67E-08
GRB060505    	208654	2.21E-07
GRB060502B   	208275	6.09E-08
GRB060502A   	208169	1.67E-07
GRB060501    	208050	1.91E-07
GRB060428B   	207399	1.10E-08
GRB060428A   	207364	1.27E-07
GRB060427    	207281	1.57E-08
GRB060424    	206773	1.07E-07
GRB060421    	206257	2.48E-07
GRB060418    	205851	4.93E-07
GRB060413    	205096	6.20E-08
GRB060403    	203755	9.24E-08
GRB060323    	202505	4.36E-08
GRB060322    	202442	1.44E-07
GRB060319    	202035	 N/A 
GRB060313    	201487	1.15E-06
GRB060312    	201391	1.04E-07
GRB060306    	200638	4.70E-07
GRB060223B   	192152	2.72E-07
GRB060223A   	192059	9.67E-08
GRB060219    	191512	 N/A 
GRB060218    	191157	 N/A 
GRB060211B   	181156	5.48E-08
GRB060211A   	181126	2.60E-08
GRB060210    	180977	1.18E-07
GRB060206    	180455	2.01E-07
GRB060204B   	180241	9.29E-08
GRB060203    	180151	3.98E-08
GRB060202    	179968	2.11E-08
GRB060124    	178750	6.00E-08
GRB060123    	  N/A 	 N/A 
GRB060117    	177666	3.68E-06
GRB060116    	177533	8.92E-08
GRB060115    	177408	2.71E-08
GRB060111B   	176918	1.14E-08
GRB060111A   	176818	1.33E-07
GRB060110    	176702	1.47E-07
GRB060109    	176620	3.08E-08
GRB060108    	176453	4.73E-08
GRB060105    	175942	7.06E-07
GRB060102    	175603	4.19E-08
GRB051227    	174738	8.95E-08
GRB051221B   	173904	5.59E-08
GRB051221A   	173780	1.01E-06
GRB051213    	172516	4.92E-08
GRB051210    	171931	7.35E-08
GRB051117B   	164279	3.36E-08
GRB051117A   	164268	4.81E-08
GRB051114    	163844	4.54E-08
GRB051113    	163765	1.69E-07
GRB051111    	163438	1.63E-07
GRB051109B   	163170	3.67E-08
GRB051109A   	163136	2.94E-07
GRB051105A   	162580	3.00E-08
GRB051021B   	160672	6.09E-08
GRB051016B   	159994	7.49E-08
GRB051016A   	159913	9.82E-08
GRB051012    	159413	1.05E-08
GRB051008    	158855	5.01E-07
GRB051006    	158593	1.31E-07
GRB051001    	157870	3.23E-08
GRB050925    	156838	9.45E-08
GRB050922C   	156467	5.84E-07
GRB050922B   	156434	3.17E-08
GRB050916    	155408	4.87E-08
GRB050915B   	155284	1.64E-07
GRB050915A   	155242	7.35E-08
GRB050911    	154630	 N/A 
GRB050908    	154112	4.87E-08
GRB050906    	153866	 N/A 
GRB050904    	153514	4.67E-08
GRB050827    	152325	1.59E-07
GRB050826    	152113	3.16E-08
GRB050824    	151905	3.13E-08
GRB050822    	151486	 N/A 
GRB050820B   	151334	3.65E-07
GRB050820A   	151207	2.10E-07
GRB050819    	151131	2.18E-08
GRB050815    	150532	3.43E-08
GRB050814    	150314	4.64E-08
GRB050813    	150139	3.47E-08
GRB050803    	148833	8.28E-08
GRB050802    	148646	2.13E-07
GRB050801    	148522	1.15E-07
GRB050730    	148225	4.62E-08
GRB050726    	147788	1.25E-07
GRB050724    	147478	2.38E-07
GRB050721    	146970	 N/A 
GRB050717    	146372	5.73E-07
GRB050716    	146227	1.64E-07
GRB050715    	146129	5.46E-08
GRB050714B   	145994	3.34E-08
GRB050713B   	145754	9.62E-08
GRB050713A   	145675	3.83E-07
GRB050712    	145581	2.90E-08
GRB050701    	143708	2.25E-07
GRB050607    	132247	1.48E-08
GRB050603    	131560	1.78E-06
GRB050528    	130679	8.70E-08
GRB050525A   	130088	3.40E-06
GRB050509B   	118749	1.82E-08
GRB050509A   	118707	 N/A 
GRB050507    	118248	2.92E-08
GRB050505    	117504	1.65E-07
GRB050502B   	116116	1.06E-07
GRB050422    	115214	1.55E-08
GRB050421    	115135	3.09E-08
GRB050418    	114893	3.26E-07
GRB050416B   	114797	5.68E-07
GRB050416A   	114753	 N/A 
GRB050412    	114485	5.40E-08
GRB050410    	114299	1.02E-07
GRB050406    	113872	 N/A 
GRB050401    	113120	1.10E-06
GRB050326    	112453	1.16E-06
GRB050319    	111622	7.72E-08
GRB050318    	111529	2.16E-07
GRB050315    	111063	 N/A 
GRB050306    	107547	3.00E-07
GRB050223    	106709	5.08E-08
GRB050219B   	106442	1.83E-06
GRB050219A   	106415	3.09E-07
GRB050215B   	106107	4.46E-08
GRB050215A   	106106	4.99E-08
GRB050202    	104298	4.50E-08
GRB050128    	103906	6.05E-07
GRB050126    	103780	1.04E-08
GRB050124    	103647	4.66E-07
GRB050117    	102861	2.13E-07
GRB041228    	100970	8.26E-08
GRB041226    	100815	2.66E-08
GRB041224    	100703	2.44E-07
GRB041223    	100585	7.37E-07
GRB041220    	100433	1.42E-07
GRB041219C   	100380	1.15E-07
GRB041219B   	100368	1.07E-07
GRB041219A   	100307	 N/A 
GRB041217    	100116	5.25E-07
